CSIScontractID,idvpiid,piid,ILabel,CLabel,TLabel,CountOfTransactions
22627960,SPM7L107D7001,285F,PBL-DLA-PBLLike,NULL,NULL,1
22627961,SPM7L107D7001,285P,PBL-DLA-PBLLike,NULL,NULL,1
22627962,SPM7L107D7001,285W,PBL-DLA-PBLLike,NULL,NULL,1
22627963,SPM7L107D7001,285X,PBL-DLA-PBLLike,NULL,NULL,1
22627964,SPM7L107D7001,285Y,PBL-DLA-PBLLike,NULL,NULL,1
22627965,SPM7L107D7001,285Z,PBL-DLA-PBLLike,NULL,NULL,1
22627966,SPM7L107D7001,2860,PBL-DLA-PBLLike,NULL,NULL,1
22627967,SPM7L107D7001,2862,PBL-DLA-PBLLike,NULL,NULL,1
22627968,SPM7L107D7001,2863,PBL-DLA-PBLLike,NULL,NULL,1
22627969,SPM7L107D7001,2864,PBL-DLA-PBLLike,NULL,NULL,1
22627970,SPM7L107D7001,2867,PBL-DLA-PBLLike,NULL,NULL,1
22627971,SPM7L107D7001,2868,PBL-DLA-PBLLike,NULL,NULL,1
22627972,SPM7L107D7001,286A,PBL-DLA-PBLLike,NULL,NULL,1
22627973,SPM7L107D7001,286Z,PBL-DLA-PBLLike,NULL,NULL,1
22627974,SPM7L107D7001,2874,PBL-DLA-PBLLike,NULL,NULL,1
22627975,SPM7L107D7001,2878,PBL-DLA-PBLLike,NULL,NULL,1
22627976,SPM7L107D7001,287H,PBL-DLA-PBLLike,NULL,NULL,1
22627977,SPM7L107D7001,287K,PBL-DLA-PBLLike,NULL,NULL,1
22627978,SPM7L107D7001,287P,PBL-DLA-PBLLike,NULL,NULL,1
22627979,SPM7L107D7001,287Q,PBL-DLA-PBLLike,NULL,NULL,1
22627980,SPM7L107D7001,287S,PBL-DLA-PBLLike,NULL,NULL,1
22627981,SPM7L107D7001,287U,PBL-DLA-PBLLike,NULL,NULL,1
22627982,SPM7L107D7001,287Y,PBL-DLA-PBLLike,NULL,NULL,1
22627983,SPM7L107D7001,287Z,PBL-DLA-PBLLike,NULL,NULL,1
22627984,SPM7L107D7001,2882,PBL-DLA-PBLLike,NULL,NULL,1
22627985,SPM7L107D7001,2885,PBL-DLA-PBLLike,NULL,NULL,1
22627986,SPM7L107D7001,2886,PBL-DLA-PBLLike,NULL,NULL,1
22627987,SPM7L107D7001,2889,PBL-DLA-PBLLike,NULL,NULL,1
22627988,SPM7L107D7001,288C,PBL-DLA-PBLLike,NULL,NULL,1
22627989,SPM7L107D7001,288E,PBL-DLA-PBLLike,NULL,NULL,1
22627990,SPM7L107D7001,288U,PBL-DLA-PBLLike,NULL,NULL,1
22627991,SPM7L107D7001,288V,PBL-DLA-PBLLike,NULL,NULL,1
22627992,SPM7L107D7001,288W,PBL-DLA-PBLLike,NULL,NULL,1
22627993,SPM7L107D7001,288Y,PBL-DLA-PBLLike,NULL,NULL,1
22627994,SPM7L107D7001,288Z,PBL-DLA-PBLLike,NULL,NULL,1
22627995,SPM7L107D7001,2892,PBL-DLA-PBLLike,NULL,NULL,1
22627996,SPM7L107D7001,2893,PBL-DLA-PBLLike,NULL,NULL,1
22627997,SPM7L107D7001,2894,PBL-DLA-PBLLike,NULL,NULL,1
22627998,SPM7L107D7001,2895,PBL-DLA-PBLLike,NULL,NULL,1
22627999,SPM7L107D7001,2897,PBL-DLA-PBLLike,NULL,NULL,1
22628000,SPM7L107D7001,289A,PBL-DLA-PBLLike,NULL,NULL,1
22628001,SPM7L107D7001,289C,PBL-DLA-PBLLike,NULL,NULL,1
22628002,SPM7L107D7001,289F,PBL-DLA-PBLLike,NULL,NULL,1
22628003,SPM7L107D7001,289H,PBL-DLA-PBLLike,NULL,NULL,1
22628004,SPM7L107D7001,289J,PBL-DLA-PBLLike,NULL,NULL,1
22628005,SPM7L107D7001,289L,PBL-DLA-PBLLike,NULL,NULL,1
22628006,SPM7L107D7001,289V,PBL-DLA-PBLLike,NULL,NULL,1
22628007,SPM7L107D7001,289W,PBL-DLA-PBLLike,NULL,NULL,1
22628008,SPM7L107D7001,289Z,PBL-DLA-PBLLike,NULL,NULL,1
22628009,SPM7L107D7001,28BA,PBL-DLA-PBLLike,NULL,NULL,1
22628010,SPM7L107D7001,28BD,PBL-DLA-PBLLike,NULL,NULL,1
22628011,SPM7L107D7001,28BH,PBL-DLA-PBLLike,NULL,NULL,1
22628012,SPM7L107D7001,28BK,PBL-DLA-PBLLike,NULL,NULL,1
22628013,SPM7L107D7001,28BV,PBL-DLA-PBLLike,NULL,NULL,1
22628014,SPM7L107D7001,28BW,PBL-DLA-PBLLike,NULL,NULL,1
22628015,SPM7L107D7001,28BY,PBL-DLA-PBLLike,NULL,NULL,1
22628016,SPM7L107D7001,28CG,PBL-DLA-PBLLike,NULL,NULL,1
22628017,SPM7L107D7001,28CJ,PBL-DLA-PBLLike,NULL,NULL,1
22628018,SPM7L107D7001,28CK,PBL-DLA-PBLLike,NULL,NULL,1
22628019,SPM7L107D7001,28CN,PBL-DLA-PBLLike,NULL,NULL,1
22628020,SPM7L107D7001,28CV,PBL-DLA-PBLLike,NULL,NULL,1
22628021,SPM7L107D7001,28CZ,PBL-DLA-PBLLike,NULL,NULL,1
22628022,SPM7L107D7001,28DD,PBL-DLA-PBLLike,NULL,NULL,1
22628023,SPM7L107D7001,28DH,PBL-DLA-PBLLike,NULL,NULL,1
22628024,SPM7L107D7001,28DR,PBL-DLA-PBLLike,NULL,NULL,1
22628025,SPM7L107D7001,28DT,PBL-DLA-PBLLike,NULL,NULL,1
22628026,SPM7L107D7001,28EB,PBL-DLA-PBLLike,NULL,NULL,1
22628027,SPM7L107D7001,28ED,PBL-DLA-PBLLike,NULL,NULL,1
22628028,SPM7L107D7001,28EH,PBL-DLA-PBLLike,NULL,NULL,2
22628029,SPM7L107D7001,28EL,PBL-DLA-PBLLike,NULL,NULL,1
22628030,SPM7L107D7001,28EP,PBL-DLA-PBLLike,NULL,NULL,2
22628031,SPM7L107D7001,28EU,PBL-DLA-PBLLike,NULL,NULL,1
22628032,SPM7L107D7001,28FG,PBL-DLA-PBLLike,NULL,NULL,1
22628033,SPM7L107D7001,28FJ,PBL-DLA-PBLLike,NULL,NULL,1
22628034,SPM7L107D7001,28FL,PBL-DLA-PBLLike,NULL,NULL,1
22628035,SPM7L107D7001,28FR,PBL-DLA-PBLLike,NULL,NULL,1
22628036,SPM7L107D7001,28FV,PBL-DLA-PBLLike,NULL,NULL,1
22628037,SPM7L107D7001,28FY,PBL-DLA-PBLLike,NULL,NULL,1
22628038,SPM7L107D7001,28GA,PBL-DLA-PBLLike,NULL,NULL,1
22628039,SPM7L107D7001,28GM,PBL-DLA-PBLLike,NULL,NULL,1
22628040,SPM7L107D7001,28GR,PBL-DLA-PBLLike,NULL,NULL,1
22628041,SPM7L107D7001,28GU,PBL-DLA-PBLLike,NULL,NULL,1
22628042,SPM7L107D7001,28GW,PBL-DLA-PBLLike,NULL,NULL,1
22628043,SPM7L107D7001,28GX,PBL-DLA-PBLLike,NULL,NULL,1
22628044,SPM7L107D7001,28GZ,PBL-DLA-PBLLike,NULL,NULL,1
22628045,SPM7L107D7001,28HA,PBL-DLA-PBLLike,NULL,NULL,1
22628046,SPM7L107D7001,28HM,PBL-DLA-PBLLike,NULL,NULL,1
22628047,SPM7L107D7001,28HN,PBL-DLA-PBLLike,NULL,NULL,1
22628048,SPM7L107D7001,28HQ,PBL-DLA-PBLLike,NULL,NULL,1
22628049,SPM7L107D7001,28HR,PBL-DLA-PBLLike,NULL,NULL,1
22628050,SPM7L107D7001,28HT,PBL-DLA-PBLLike,NULL,NULL,1
22628051,SPM7L107D7001,28JA,PBL-DLA-PBLLike,NULL,NULL,1
22628052,SPM7L107D7001,28JC,PBL-DLA-PBLLike,NULL,NULL,1
22628053,SPM7L107D7001,28JD,PBL-DLA-PBLLike,NULL,NULL,1
22628054,SPM7L107D7001,28JF,PBL-DLA-PBLLike,NULL,NULL,1
22628055,SPM7L107D7001,28JG,PBL-DLA-PBLLike,NULL,NULL,1
22628056,SPM7L107D7001,28JJ,PBL-DLA-PBLLike,NULL,NULL,1
22628057,SPM7L107D7001,28JK,PBL-DLA-PBLLike,NULL,NULL,1
22628058,SPM7L107D7001,28JL,PBL-DLA-PBLLike,NULL,NULL,1
22628059,SPM7L107D7001,28JQ,PBL-DLA-PBLLike,NULL,NULL,1
22628060,SPM7L107D7001,28JR,PBL-DLA-PBLLike,NULL,NULL,1
22628061,SPM7L107D7001,28JU,PBL-DLA-PBLLike,NULL,NULL,1
22628062,SPM7L107D7001,28KB,PBL-DLA-PBLLike,NULL,NULL,1
22628063,SPM7L107D7001,28KR,PBL-DLA-PBLLike,NULL,NULL,1
22628064,SPM7L107D7001,28LH,PBL-DLA-PBLLike,NULL,NULL,1
22628065,SPM7L107D7001,28LJ,PBL-DLA-PBLLike,NULL,NULL,1
22628066,SPM7L107D7001,28LP,PBL-DLA-PBLLike,NULL,NULL,2
22628067,SPM7L107D7001,28LQ,PBL-DLA-PBLLike,NULL,NULL,2
22628068,SPM7L107D7001,28LT,PBL-DLA-PBLLike,NULL,NULL,1
22628069,SPM7L107D7001,28LU,PBL-DLA-PBLLike,NULL,NULL,1
22628070,SPM7L107D7001,28LX,PBL-DLA-PBLLike,NULL,NULL,1
22628071,SPM7L107D7001,28LZ,PBL-DLA-PBLLike,NULL,NULL,1
22628072,SPM7L107D7001,28MA,PBL-DLA-PBLLike,NULL,NULL,1
22628073,SPM7L107D7001,28MK,PBL-DLA-PBLLike,NULL,NULL,1
22628074,SPM7L107D7001,28MN,PBL-DLA-PBLLike,NULL,NULL,1
22628075,SPM7L107D7001,28MP,PBL-DLA-PBLLike,NULL,NULL,1
22628076,SPM7L107D7001,28MR,PBL-DLA-PBLLike,NULL,NULL,1
22628077,SPM7L107D7001,28MZ,PBL-DLA-PBLLike,NULL,NULL,2
22628078,SPM7L107D7001,28NE,PBL-DLA-PBLLike,NULL,NULL,1
22628079,SPM7L107D7001,28NF,PBL-DLA-PBLLike,NULL,NULL,1
22628080,SPM7L107D7001,28NT,PBL-DLA-PBLLike,NULL,NULL,1
22628081,SPM7L107D7001,28NW,PBL-DLA-PBLLike,NULL,NULL,1
22628082,SPM7L107D7001,28NZ,PBL-DLA-PBLLike,NULL,NULL,1
22628083,SPM7L107D7001,28PC,PBL-DLA-PBLLike,NULL,NULL,1
22628084,SPM7L107D7001,28PE,PBL-DLA-PBLLike,NULL,NULL,1
22628085,SPM7L107D7001,28PF,PBL-DLA-PBLLike,NULL,NULL,1
22628086,SPM7L107D7001,28PG,PBL-DLA-PBLLike,NULL,NULL,1
22628087,SPM7L107D7001,28PH,PBL-DLA-PBLLike,NULL,NULL,1
22628088,SPM7L107D7001,28PJ,PBL-DLA-PBLLike,NULL,NULL,1
22628089,SPM7L107D7001,28PV,PBL-DLA-PBLLike,NULL,NULL,1
22628090,SPM7L107D7001,28PZ,PBL-DLA-PBLLike,NULL,NULL,1
22628091,SPM7L107D7001,28QV,PBL-DLA-PBLLike,NULL,NULL,1
22628092,SPM7L107D7001,28RA,PBL-DLA-PBLLike,NULL,NULL,1
22628093,SPM7L107D7001,28RB,PBL-DLA-PBLLike,NULL,NULL,1
22628094,SPM7L107D7001,28RE,PBL-DLA-PBLLike,NULL,NULL,1
22628095,SPM7L107D7001,28RL,PBL-DLA-PBLLike,NULL,NULL,1
22628096,SPM7L107D7001,28RM,PBL-DLA-PBLLike,NULL,NULL,1
22628097,SPM7L107D7001,28RN,PBL-DLA-PBLLike,NULL,NULL,1
22628098,SPM7L107D7001,28RX,PBL-DLA-PBLLike,NULL,NULL,1
22628099,SPM7L107D7001,28SA,PBL-DLA-PBLLike,NULL,NULL,1
22628100,SPM7L107D7001,28SQ,PBL-DLA-PBLLike,NULL,NULL,1
22628101,SPM7L107D7001,28SS,PBL-DLA-PBLLike,NULL,NULL,1
22628102,SPM7L107D7001,28ST,PBL-DLA-PBLLike,NULL,NULL,1
22628103,SPM7L107D7001,28SU,PBL-DLA-PBLLike,NULL,NULL,1
22628104,SPM7L107D7001,28TB,PBL-DLA-PBLLike,NULL,NULL,1
22628105,SPM7L107D7001,28TG,PBL-DLA-PBLLike,NULL,NULL,1
22628106,SPM7L107D7001,28TM,PBL-DLA-PBLLike,NULL,NULL,1
22628107,SPM7L107D7001,28TX,PBL-DLA-PBLLike,NULL,NULL,1
22628108,SPM7L107D7001,28UJ,PBL-DLA-PBLLike,NULL,NULL,1
22628109,SPM7L107D7001,28UT,PBL-DLA-PBLLike,NULL,NULL,1
22628110,SPM7L107D7001,28UU,PBL-DLA-PBLLike,NULL,NULL,1
22628111,SPM7L107D7001,28VH,PBL-DLA-PBLLike,NULL,NULL,1
22628112,SPM7L107D7001,28VN,PBL-DLA-PBLLike,NULL,NULL,1
22628113,SPM7L107D7001,28VP,PBL-DLA-PBLLike,NULL,NULL,1
22628114,SPM7L107D7001,28VU,PBL-DLA-PBLLike,NULL,NULL,1
22628115,SPM7L107D7001,28VW,PBL-DLA-PBLLike,NULL,NULL,1
22628116,SPM7L107D7001,28VY,PBL-DLA-PBLLike,NULL,NULL,1
22628117,SPM7L107D7001,28VZ,PBL-DLA-PBLLike,NULL,NULL,1
22628118,SPM7L107D7001,28WD,PBL-DLA-PBLLike,NULL,NULL,1
22628119,SPM7L107D7001,28WH,PBL-DLA-PBLLike,NULL,NULL,1
22628120,SPM7L107D7001,28WJ,PBL-DLA-PBLLike,NULL,NULL,1
22628121,SPM7L107D7001,28XH,PBL-DLA-PBLLike,NULL,NULL,1
22628122,SPM7L107D7001,28XJ,PBL-DLA-PBLLike,NULL,NULL,1
22628123,SPM7L107D7001,28XL,PBL-DLA-PBLLike,NULL,NULL,1
22628124,SPM7L107D7001,28XM,PBL-DLA-PBLLike,NULL,NULL,1
22628125,SPM7L107D7001,28XR,PBL-DLA-PBLLike,NULL,NULL,1
22628126,SPM7L107D7001,28XZ,PBL-DLA-PBLLike,NULL,NULL,1
22628127,SPM7L107D7001,28YM,PBL-DLA-PBLLike,NULL,NULL,1
22628128,SPM7L107D7001,28YV,PBL-DLA-PBLLike,NULL,NULL,1
22628129,SPM7L107D7001,28ZA,PBL-DLA-PBLLike,NULL,NULL,1
22628130,SPM7L107D7001,28ZB,PBL-DLA-PBLLike,NULL,NULL,1
22628131,SPM7L107D7001,28ZE,PBL-DLA-PBLLike,NULL,NULL,1
22628132,SPM7L107D7001,28ZQ,PBL-DLA-PBLLike,NULL,NULL,1
22628133,SPM7L107D7001,28ZT,PBL-DLA-PBLLike,NULL,NULL,1
22628134,SPM7L107D7001,28ZU,PBL-DLA-PBLLike,NULL,NULL,1
22628135,SPM7L107D7001,28ZV,PBL-DLA-PBLLike,NULL,NULL,1
22628136,SPM7L107D7001,28ZX,PBL-DLA-PBLLike,NULL,NULL,1
22628137,SPM7L107D7001,2902,PBL-DLA-PBLLike,NULL,NULL,1
22628138,SPM7L107D7001,2905,PBL-DLA-PBLLike,NULL,NULL,1
22628139,SPM7L107D7001,2907,PBL-DLA-PBLLike,NULL,NULL,1
22628140,SPM7L107D7001,2908,PBL-DLA-PBLLike,NULL,NULL,1
22628141,SPM7L107D7001,2909,PBL-DLA-PBLLike,NULL,NULL,1
22628142,SPM7L107D7001,290V,PBL-DLA-PBLLike,NULL,NULL,1
22628143,SPM7L107D7001,2910,PBL-DLA-PBLLike,NULL,NULL,1
22628144,SPM7L107D7001,2914,PBL-DLA-PBLLike,NULL,NULL,1
22628145,SPM7L107D7001,2915,PBL-DLA-PBLLike,NULL,NULL,1
22628146,SPM7L107D7001,291L,PBL-DLA-PBLLike,NULL,NULL,2
22628147,SPM7L107D7001,291M,PBL-DLA-PBLLike,NULL,NULL,1
22628148,SPM7L107D7001,291Z,PBL-DLA-PBLLike,NULL,NULL,1
22628149,SPM7L107D7001,2926,PBL-DLA-PBLLike,NULL,NULL,1
22628150,SPM7L107D7001,292A,PBL-DLA-PBLLike,NULL,NULL,1
22628151,SPM7L107D7001,292G,PBL-DLA-PBLLike,NULL,NULL,1
22628152,SPM7L107D7001,292N,PBL-DLA-PBLLike,NULL,NULL,1
22628153,SPM7L107D7001,292R,PBL-DLA-PBLLike,NULL,NULL,1
22628154,SPM7L107D7001,292T,PBL-DLA-PBLLike,NULL,NULL,1
22628155,SPM7L107D7001,292U,PBL-DLA-PBLLike,NULL,NULL,1
22628156,SPM7L107D7001,292V,PBL-DLA-PBLLike,NULL,NULL,1
22628157,SPM7L107D7001,292X,PBL-DLA-PBLLike,NULL,NULL,1
22628158,SPM7L107D7001,2931,PBL-DLA-PBLLike,NULL,NULL,1
22628159,SPM7L107D7001,2934,PBL-DLA-PBLLike,NULL,NULL,1
22628160,SPM7L107D7001,2937,PBL-DLA-PBLLike,NULL,NULL,1
22628161,SPM7L107D7001,293D,PBL-DLA-PBLLike,NULL,NULL,1
22628162,SPM7L107D7001,293F,PBL-DLA-PBLLike,NULL,NULL,1
22628163,SPM7L107D7001,293G,PBL-DLA-PBLLike,NULL,NULL,1
22628164,SPM7L107D7001,293K,PBL-DLA-PBLLike,NULL,NULL,1
22628165,SPM7L107D7001,293L,PBL-DLA-PBLLike,NULL,NULL,1
22628166,SPM7L107D7001,293S,PBL-DLA-PBLLike,NULL,NULL,1
22628167,SPM7L107D7001,293T,PBL-DLA-PBLLike,NULL,NULL,1
22628168,SPM7L107D7001,293U,PBL-DLA-PBLLike,NULL,NULL,1
22628169,SPM7L107D7001,293V,PBL-DLA-PBLLike,NULL,NULL,1
22628170,SPM7L107D7001,293W,PBL-DLA-PBLLike,NULL,NULL,1
22628171,SPM7L107D7001,293X,PBL-DLA-PBLLike,NULL,NULL,1
22628172,SPM7L107D7001,293Z,PBL-DLA-PBLLike,NULL,NULL,1
22628173,SPM7L107D7001,2940,PBL-DLA-PBLLike,NULL,NULL,1
22628174,SPM7L107D7001,2941,PBL-DLA-PBLLike,NULL,NULL,1
22628175,SPM7L107D7001,2942,PBL-DLA-PBLLike,NULL,NULL,1
22628176,SPM7L107D7001,2943,PBL-DLA-PBLLike,NULL,NULL,1
22628177,SPM7L107D7001,2949,PBL-DLA-PBLLike,NULL,NULL,1
22628178,SPM7L107D7001,294C,PBL-DLA-PBLLike,NULL,NULL,2
22628179,SPM7L107D7001,294D,PBL-DLA-PBLLike,NULL,NULL,1
22628180,SPM7L107D7001,294X,PBL-DLA-PBLLike,NULL,NULL,1
22628181,SPM7L107D7001,294Y,PBL-DLA-PBLLike,NULL,NULL,1
22628182,SPM7L107D7001,294Z,PBL-DLA-PBLLike,NULL,NULL,1
22628183,SPM7L107D7001,2953,PBL-DLA-PBLLike,NULL,NULL,1
22628184,SPM7L107D7001,2957,PBL-DLA-PBLLike,NULL,NULL,1
22628185,SPM7L107D7001,2958,PBL-DLA-PBLLike,NULL,NULL,1
22628186,SPM7L107D7001,295N,PBL-DLA-PBLLike,NULL,NULL,1
22628187,SPM7L107D7001,295P,PBL-DLA-PBLLike,NULL,NULL,1
22628188,SPM7L107D7001,295U,PBL-DLA-PBLLike,NULL,NULL,1
22628189,SPM7L107D7001,295Y,PBL-DLA-PBLLike,NULL,NULL,1
22628190,SPM7L107D7001,295Z,PBL-DLA-PBLLike,NULL,NULL,1
22628191,SPM7L107D7001,2961,PBL-DLA-PBLLike,NULL,NULL,1
22628192,SPM7L107D7001,2962,PBL-DLA-PBLLike,NULL,NULL,1
22628193,SPM7L107D7001,296A,PBL-DLA-PBLLike,NULL,NULL,1
22628194,SPM7L107D7001,296B,PBL-DLA-PBLLike,NULL,NULL,1
22628195,SPM7L107D7001,296F,PBL-DLA-PBLLike,NULL,NULL,1
22628196,SPM7L107D7001,296H,PBL-DLA-PBLLike,NULL,NULL,1
22628197,SPM7L107D7001,296J,PBL-DLA-PBLLike,NULL,NULL,1
22628198,SPM7L107D7001,296M,PBL-DLA-PBLLike,NULL,NULL,1
22628199,SPM7L107D7001,296P,PBL-DLA-PBLLike,NULL,NULL,1
22628200,SPM7L107D7001,296R,PBL-DLA-PBLLike,NULL,NULL,1
22628201,SPM7L107D7001,297C,PBL-DLA-PBLLike,NULL,NULL,1
22628202,SPM7L107D7001,297G,PBL-DLA-PBLLike,NULL,NULL,1
22628203,SPM7L107D7001,297H,PBL-DLA-PBLLike,NULL,NULL,1
22628204,SPM7L107D7001,297K,PBL-DLA-PBLLike,NULL,NULL,1
22628205,SPM7L107D7001,297L,PBL-DLA-PBLLike,NULL,NULL,1
22628206,SPM7L107D7001,297M,PBL-DLA-PBLLike,NULL,NULL,1
22628207,SPM7L107D7001,297N,PBL-DLA-PBLLike,NULL,NULL,1
22628208,SPM7L107D7001,297Q,PBL-DLA-PBLLike,NULL,NULL,1
22628209,SPM7L107D7001,297Z,PBL-DLA-PBLLike,NULL,NULL,1
22628210,SPM7L107D7001,2980,PBL-DLA-PBLLike,NULL,NULL,1
22628211,SPM7L107D7001,298C,PBL-DLA-PBLLike,NULL,NULL,1
22628212,SPM7L107D7001,298G,PBL-DLA-PBLLike,NULL,NULL,1
22628213,SPM7L107D7001,298K,PBL-DLA-PBLLike,NULL,NULL,1
22628214,SPM7L107D7001,298P,PBL-DLA-PBLLike,NULL,NULL,1
22628215,SPM7L107D7001,298T,PBL-DLA-PBLLike,NULL,NULL,1
22628216,SPM7L107D7001,298U,PBL-DLA-PBLLike,NULL,NULL,1
22628217,SPM7L107D7001,298W,PBL-DLA-PBLLike,NULL,NULL,1
22628218,SPM7L107D7001,298X,PBL-DLA-PBLLike,NULL,NULL,1
22628219,SPM7L107D7001,299A,PBL-DLA-PBLLike,NULL,NULL,1
22628220,SPM7L107D7001,299B,PBL-DLA-PBLLike,NULL,NULL,1
22628221,SPM7L107D7001,299C,PBL-DLA-PBLLike,NULL,NULL,1
22628222,SPM7L107D7001,299D,PBL-DLA-PBLLike,NULL,NULL,1
22628223,SPM7L107D7001,299G,PBL-DLA-PBLLike,NULL,NULL,1
22628224,SPM7L107D7001,299Q,PBL-DLA-PBLLike,NULL,NULL,1
22628225,SPM7L107D7001,299R,PBL-DLA-PBLLike,NULL,NULL,1
22628226,SPM7L107D7001,299S,PBL-DLA-PBLLike,NULL,NULL,1
22628227,SPM7L107D7001,299U,PBL-DLA-PBLLike,NULL,NULL,1
22628228,SPM7L107D7001,29AE,PBL-DLA-PBLLike,NULL,NULL,1
22628229,SPM7L107D7001,29AN,PBL-DLA-PBLLike,NULL,NULL,1
22628230,SPM7L107D7001,29AW,PBL-DLA-PBLLike,NULL,NULL,1
22628231,SPM7L107D7001,29AX,PBL-DLA-PBLLike,NULL,NULL,1
22628232,SPM7L107D7001,29AY,PBL-DLA-PBLLike,NULL,NULL,1
22628233,SPM7L107D7001,29BA,PBL-DLA-PBLLike,NULL,NULL,1
22628234,SPM7L107D7001,29BB,PBL-DLA-PBLLike,NULL,NULL,1
22628235,SPM7L107D7001,29BC,PBL-DLA-PBLLike,NULL,NULL,1
22628236,SPM7L107D7001,29BJ,PBL-DLA-PBLLike,NULL,NULL,1
22628237,SPM7L107D7001,29BL,PBL-DLA-PBLLike,NULL,NULL,1
22628238,SPM7L107D7001,29BX,PBL-DLA-PBLLike,NULL,NULL,1
22628239,SPM7L107D7001,29BZ,PBL-DLA-PBLLike,NULL,NULL,1
22628240,SPM7L107D7001,29CD,PBL-DLA-PBLLike,NULL,NULL,1
22628241,SPM7L107D7001,29CG,PBL-DLA-PBLLike,NULL,NULL,1
22628242,SPM7L107D7001,29CM,PBL-DLA-PBLLike,NULL,NULL,1
22628243,SPM7L107D7001,29CP,PBL-DLA-PBLLike,NULL,NULL,1
22628244,SPM7L107D7001,29CS,PBL-DLA-PBLLike,NULL,NULL,1
22628245,SPM7L107D7001,29CW,PBL-DLA-PBLLike,NULL,NULL,1
22628246,SPM7L107D7001,29DJ,PBL-DLA-PBLLike,NULL,NULL,1
22628247,SPM7L107D7001,29DR,PBL-DLA-PBLLike,NULL,NULL,1
22628248,SPM7L107D7001,29DT,PBL-DLA-PBLLike,NULL,NULL,1
22628249,SPM7L107D7001,29DV,PBL-DLA-PBLLike,NULL,NULL,1
22628250,SPM7L107D7001,29EC,PBL-DLA-PBLLike,NULL,NULL,1
22628251,SPM7L107D7001,29ED,PBL-DLA-PBLLike,NULL,NULL,1
22628252,SPM7L107D7001,29EE,PBL-DLA-PBLLike,NULL,NULL,1
22628253,SPM7L107D7001,29EG,PBL-DLA-PBLLike,NULL,NULL,1
22628254,SPM7L107D7001,29EW,PBL-DLA-PBLLike,NULL,NULL,1
22628255,SPM7L107D7001,29FB,PBL-DLA-PBLLike,NULL,NULL,1
22628256,SPM7L107D7001,29FD,PBL-DLA-PBLLike,NULL,NULL,1
22628257,SPM7L107D7001,29FE,PBL-DLA-PBLLike,NULL,NULL,1
22628258,SPM7L107D7001,29FG,PBL-DLA-PBLLike,NULL,NULL,1
22628259,SPM7L107D7001,29FK,PBL-DLA-PBLLike,NULL,NULL,1
22628260,SPM7L107D7001,29FL,PBL-DLA-PBLLike,NULL,NULL,1
22628261,SPM7L107D7001,29FM,PBL-DLA-PBLLike,NULL,NULL,1
22628262,SPM7L107D7001,29FN,PBL-DLA-PBLLike,NULL,NULL,1
22628263,SPM7L107D7001,29FQ,PBL-DLA-PBLLike,NULL,NULL,1
22628264,SPM7L107D7001,29FS,PBL-DLA-PBLLike,NULL,NULL,1
22628265,SPM7L107D7001,29FX,PBL-DLA-PBLLike,NULL,NULL,1
22628266,SPM7L107D7001,29GB,PBL-DLA-PBLLike,NULL,NULL,1
22628267,SPM7L107D7001,29GC,PBL-DLA-PBLLike,NULL,NULL,1
22628268,SPM7L107D7001,29GN,PBL-DLA-PBLLike,NULL,NULL,1
22628269,SPM7L107D7001,29GR,PBL-DLA-PBLLike,NULL,NULL,1
22628270,SPM7L107D7001,29HA,PBL-DLA-PBLLike,NULL,NULL,1
22628271,SPM7L107D7001,29HR,PBL-DLA-PBLLike,NULL,NULL,1
22628272,SPM7L107D7001,29HS,PBL-DLA-PBLLike,NULL,NULL,1
22628273,SPM7L107D7001,29HT,PBL-DLA-PBLLike,NULL,NULL,2
22628274,SPM7L107D7001,29JD,PBL-DLA-PBLLike,NULL,NULL,1
22628275,SPM7L107D7001,29JE,PBL-DLA-PBLLike,NULL,NULL,1
22628276,SPM7L107D7001,29JT,PBL-DLA-PBLLike,NULL,NULL,1
22628277,SPM7L107D7001,29JV,PBL-DLA-PBLLike,NULL,NULL,1
22628278,SPM7L107D7001,29JW,PBL-DLA-PBLLike,NULL,NULL,1
22628279,SPM7L107D7001,29KC,PBL-DLA-PBLLike,NULL,NULL,1
22628280,SPM7L107D7001,29KF,PBL-DLA-PBLLike,NULL,NULL,1
22628281,SPM7L107D7001,29KM,PBL-DLA-PBLLike,NULL,NULL,1
22628282,SPM7L107D7001,29KW,PBL-DLA-PBLLike,NULL,NULL,1
22628283,SPM7L107D7001,29KX,PBL-DLA-PBLLike,NULL,NULL,1
22628284,SPM7L107D7001,29KZ,PBL-DLA-PBLLike,NULL,NULL,1
22628285,SPM7L107D7001,29LF,PBL-DLA-PBLLike,NULL,NULL,1
22628286,SPM7L107D7001,29LG,PBL-DLA-PBLLike,NULL,NULL,1
22628287,SPM7L107D7001,29LN,PBL-DLA-PBLLike,NULL,NULL,1
22628288,SPM7L107D7001,29LP,PBL-DLA-PBLLike,NULL,NULL,1
22628289,SPM7L107D7001,29MB,PBL-DLA-PBLLike,NULL,NULL,1
22628290,SPM7L107D7001,29MD,PBL-DLA-PBLLike,NULL,NULL,1
22628291,SPM7L107D7001,29MF,PBL-DLA-PBLLike,NULL,NULL,1
22628292,SPM7L107D7001,29MH,PBL-DLA-PBLLike,NULL,NULL,1
22628293,SPM7L107D7001,29MM,PBL-DLA-PBLLike,NULL,NULL,1
