"","Fiscal.Year","ProductOrServiceArea","SubCustomer","Customer","ProductOrServiceCode","ProductOrServiceCodeText","MaxOfPSCscore","MaxOfIsOnlyOneSource","MaxOfIsSingleAward","LengthScore","PricingScore","MaxOfIsOfficialPBL","MaxOfIsPerformanceBasedLogistics","Action.Obligation","SubCustomer.sum","SubCustomer.detail","SubCustomer.component","Subcustomer.Obsolete","ServicesCategory.detail","ServicesCategory.sum","ProductsCategory.detail","ProductOrServiceArea.DLA","ProductOrServicesCategory.Graph","Deflator.2013","Deflator.2012","Deflator.2011","Deflator.2005","Deflator.2014","Obligation.2013","Obligation.2014","LogOfAction.Obligation","Graph","LengthSingleScore","pObligation","pObligationLS","JointScore","AddressCat","pObligationA"
"34898",2000-09-30,"Fuels","Other DoD","Defense","9140","FUEL OILS",-2,0,0,0,2,"Not PBL","Not PBL",39777,"Other DoD","Other DoD","Additional
DoD
Components",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.734505863,0.749316473,0.766675409,0.877,0.7364,5.4154775344523e-05,5.40154807170016e-05,4.59963202532998,TRUE,0,1.76125367046726e-08,3.06540000024342e-08,0,"No history [0-3]",2.49107794128272e-08
"34899",2000-09-30,"Clothing & Subsistence","Other DoD","Defense","8945","FOOD, OILS AND FATS",-2,0,0,0,2,"Not PBL","Not PBL",214580,"Other DoD","Other DoD","Additional
DoD
Components",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.000292141983895913,0.000291390548614883,5.33158924095514,TRUE,0,9.50121458654157e-08,1.65365294530063e-07,0,"No history [0-3]",1.34383061729252e-07
"34900",2001-09-30,"Fuels","Air Force","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,0,0,2,"Not PBL","Not PBL",1045750,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.00138859597506716,0.0013832671957672,6.01942787325267,TRUE,0,4.51034480012522e-07,7.85009631675244e-07,0,"No history [0-3]",6.37933117050105e-07
"34901",2001-09-30,"Fuels","Air Force","Defense","9135","LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",-2,0,0,0,2,"Not PBL","Not PBL",1665041,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.00221091965663093,0.00220243518518519,6.22142493204926,TRUE,0,7.18136171775788e-07,1.24989072162006e-06,0,"No history [0-3]",1.01571579741451e-06
"34902",2001-09-30,"Fuels","Air Force","Defense","9110","FUELS, SOLID",-2,0,0,0,2,"Not PBL","Not PBL",1193983,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.00158542671584854,0.00157934259259259,6.07699814332706,TRUE,0,5.14967727993107e-07,8.96283198715279e-07,0,"No history [0-3]",7.28358878216433e-07
"34903",2001-09-30,"Fuels","Air Force","Defense","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",-2,0,0,0,2,"Not PBL","Not PBL",111375,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.000147888956942964,0.000147321428571429,5.04678771704493,TRUE,0,4.80363042901216e-08,8.36054962733257e-08,0,"No history [0-3]",6.7941478280139e-08
"34904",2000-09-30,"Fuels","DLA","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,0,0,2,"Not PBL","Not PBL",1788543637,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.734505863,0.749316473,0.766675409,0.877,0.7364,2.43502976231518,2.42876648153178,9.2524995405583,TRUE,0,0.00079193479786236,0.00137833463189661,0,"No history [0-3]",0.00112009492952014
"34905",2000-09-30,"Other","Navy","Defense","5510","LUMBER & RELATED WOOD MATERIALS",-2,0,0,0,2,"Not PBL","Not PBL",645151,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.000878346971071081,0.000876087724063009,5.80966137477748,TRUE,0,2.85661202895045e-07,4.97183265594952e-07,0,"No history [0-3]",4.04032839303237e-07
"34906",2001-09-30,"Other","Air Force","Defense","5510","LUMBER & RELATED WOOD MATERIALS",-2,0,0,0,2,"Not PBL","Not PBL",89604,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.000118980400430235,0.00011852380952381,4.95232739737588,TRUE,0,3.86464198393899e-08,6.72627330017964e-08,0,"No history [0-3]",5.46606349702678e-08
"34907",2001-09-30,"Other","Army","Defense","5510","LUMBER & RELATED WOOD MATERIALS",-2,0,0,0,2,"Not PBL","Not PBL",541809,"Army","Army","Army",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.000719439442175628,0.000716678571428571,5.73384621483128,TRUE,0,2.33683519561181e-07,4.06717937870746e-07,0,"No history [0-3]",3.305167623388e-07
"34908",2001-09-30,"Clothing & Subsistence","Air Force","Defense","8945","FOOD, OILS AND FATS",-2,0,0,0,2,"Not PBL","Not PBL",33023,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,4.38494906857689e-05,4.36812169312169e-05,4.51881652453741,TRUE,0,1.42428990040196e-08,2.47892642283639e-08,0,"No history [0-3]",2.01448389427163e-08
"34909",2001-09-30,"Other","Air Force","Defense","9410","CRUDE GRADES OF PLANT MATERIALS",-2,0,0,0,2,"Not PBL","Not PBL",30831,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,4.09388501145548e-05,4.0781746031746e-05,4.48898761124739,TRUE,0,1.32974841532547e-08,2.31438029683762e-08,0,"No history [0-3]",1.88076652467337e-08
"34910",2001-09-30,"Other","Air Force","Defense","9640","IRON & STEEL PRIMARY & SEMIFINISHED",-2,0,0,0,2,"Not PBL","Not PBL",38470,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,5.1082273163599e-05,5.08862433862434e-05,4.58512218630682,TRUE,0,1.65922031518831e-08,2.88781453794374e-08,0,"No history [0-3]",2.34676423742936e-08
"34911",2001-09-30,"Fuels","Air Force","Defense","9140","FUEL OILS",-2,0,0,0,2,"Not PBL","Not PBL",3263573,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.00433352553874048,0.0043168955026455,6.51369333149273,TRUE,0,1.40758685253446e-06,2.44985535613222e-06,0,"No history [0-3]",1.99085947560178e-06
"34912",2001-09-30,"Other","Air Force","Defense","5530","PLYWOOD AND VENEER",-2,0,0,0,2,"Not PBL","Not PBL",72624,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,9.64335587791322e-05,9.60634920634921e-05,4.86108016539877,TRUE,0,3.13229051651249e-08,5.45164135699574e-08,0,"No history [0-3]",4.43024190223732e-08
"34913",2001-09-30,"Other","Army","Defense","9680","NONFERROUS SCRAP",-2,0,0,0,2,"Not PBL","Not PBL",11871,"Army","Army","Army",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,1.57628714511329e-05,1.5702380952381e-05,4.07448730498569,TRUE,0,5.11999073605417e-09,8.91116360278922e-09,0,"No history [0-3]",7.24160079608108e-09
"34914",2000-09-30,"Other","Navy","Defense","5530","PLYWOOD AND VENEER",-2,0,0,0,2,"Not PBL","Not PBL",216171,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.000294308065992933,0.000293551059206953,5.33479743159354,TRUE,0,9.57166119110485e-08,1.66591392878452e-07,0,"No history [0-3]",1.35379442804894e-07
"34915",2001-09-30,"Clothing & Subsistence","Army","Defense","8910","DAIRY FOODS AND EGGS",-2,0,0,0,2,"Not PBL","Not PBL",1033492,"Army","Army","Army",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.00137231922683635,0.00136705291005291,6.01430711921265,TRUE,0,4.4574757524944e-07,7.75807960085404e-07,0,"No history [0-3]",6.30455436773939e-07
"34916",2001-09-30,"Clothing & Subsistence","Army","Defense","8950","CONDIMENTS AND RELATED PRODUCTS",-2,0,0,0,2,"Not PBL","Not PBL",77235,"Army","Army","Army",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.000102556261185094,0.000102162698412698,4.88781415088292,TRUE,0,3.33116405104156e-08,5.79777374156706e-08,0,"No history [0-3]",4.71152419750082e-08
"34917",2001-09-30,"Other","Army","Defense","9420","FIBERS VEGETABLE ANIMAL & SYNTHETIC",-2,0,0,0,2,"Not PBL","Not PBL",5445,"Army","Army","Army",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,7.23012678387826e-06,7.20238095238095e-06,3.73599788409179,TRUE,0,2.34844154307261e-09,4.08737981780703e-09,0,"No history [0-3]",3.32158338258458e-09
"34918",2001-09-30,"Other","Army","Defense","9620","MINERALS, NATURAL AND SYNTHETIC",-2,0,0,0,2,"Not PBL","Not PBL",772859,"Army","Army","Army",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.00102623848596168,0.00102230026455026,5.88810026868224,TRUE,0,3.33335938023426e-07,5.80159463473008e-07,0,"No history [0-3]",4.7146292221872e-07
"34919",2001-09-30,"Other","Army","Defense","9670","IRON AND STEEL SCRAP",-2,0,0,0,2,"Not PBL","Not PBL",29250,"Army","Army","Army",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,3.8839524045627e-05,3.86904761904762e-05,4.4661258704182,TRUE,0,1.26155950660925e-08,2.19569990212775e-08,0,"No history [0-3]",1.78432165180163e-08
"34920",2000-09-30,"Fuels","Navy","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,0,0,2,"Not PBL","Not PBL",625732,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.734505863,0.749316473,0.766675409,0.877,0.7364,0.000851908788643665,0.000849717544812602,5.79638836541073,TRUE,0,2.77062820657369e-07,4.82218084056694e-07,0,"No history [0-3]",3.91871479084576e-07
"34921",2001-09-30,"FRS&C","Air Force","Defense","S112","ELECTRIC SERVICES",-2,0,0,0,2,"Not PBL","Not PBL",157841,"Air Force","Air Force","Air Force",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.000209588694526011,0.000208784391534392,5.19821982372099,TRUE,0,6.80772013957987e-08,1.18485972051879e-07,0,"No history [0-3]",9.62868765271868e-08
"34922",2001-09-30,"Fuels","Army","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,0,0,2,"Not PBL","Not PBL",1504350,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.00199754659822356,0.00198988095238095,6.17734889036791,TRUE,0,6.48829758553036e-07,1.12926534966355e-06,0,"No history [0-3]",9.17690351072747e-07
"34923",2001-09-30,"Other","Army","Defense","9650","NONFERROUS BASE METAL REFINERY",-2,0,0,0,2,"Not PBL","Not PBL",54458,"Army","Army","Army",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,7.23118906145899e-05,7.20343915343915e-05,4.73606168759312,TRUE,0,2.34878658498895e-08,4.0879803511136e-08,0,"No history [0-3]",3.32207140218165e-08
"34924",2001-09-30,"Fuels","Army","Defense","9135","LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",-2,0,0,0,2,"Not PBL","Not PBL",4500,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,5.97531139163493e-06,5.95238095238095e-06,3.65321251377534,TRUE,0,1.94086077939885e-09,3.3779998494273e-09,0,"No history [0-3]",2.74511023354097e-09
"34925",2001-09-30,"Other","Army","Defense","5530","PLYWOOD AND VENEER",-2,0,0,0,2,"Not PBL","Not PBL",14522,"Army","Army","Army",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,1.92829937842939e-05,1.92089947089947e-05,4.16202643242118,TRUE,0,6.26337338631781e-09,1.09011808474185e-08,0,"No history [0-3]",8.85877573588489e-09
"34926",2001-09-30,"Clothing & Subsistence","Army","Defense","8905","MEAT, POULTRY, AND FISH",-2,0,0,0,2,"Not PBL","Not PBL",2747647,"Army","Army","Army",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.00364845475984256,0.0036344537037037,6.43896093661183,TRUE,0,1.18506673287398e-06,2.06256692272875e-06,0,"No history [0-3]",1.67613197730181e-06
"34927",2001-09-30,"Clothing & Subsistence","Army","Defense","8945","FOOD, OILS AND FATS",-2,0,0,0,2,"Not PBL","Not PBL",130827,"Army","Army","Army",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.000173718236318538,0.000173051587301587,5.11669738268038,TRUE,0,5.64259984858697e-08,9.82074636224501e-08,0,"No history [0-3]",7.98076747829922e-08
"34928",2001-09-30,"Fuels","Army","Defense","9110","FUELS, SOLID",-2,0,0,0,2,"Not PBL","Not PBL",468153,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.000621635545317348,0.00061925,5.67038781075908,TRUE,0,2.0191551032398e-07,3.5142683633532e-07,0,"No history [0-3]",2.85584798036201e-07
"34929",2001-09-30,"Fuels","Army","Defense","9140","FUEL OILS",-2,0,0,0,2,"Not PBL","Not PBL",1420242,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.00188586404477297,0.00187862698412698,6.15236235164362,TRUE,0,6.12553776678885e-07,1.06612828047785e-06,0,"No history [0-3]",8.66382410734377e-07
"34930",2001-09-30,"Fuels","Army","Defense","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",-2,0,0,0,2,"Not PBL","Not PBL",499828,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.000663695098279578,0.000661148148148148,5.69882058133201,TRUE,0,2.15577013698971e-07,3.75204201942122e-07,0,"No history [0-3]",3.04907323957848e-07
"34931",2001-09-30,"Fuels","Army","Defense","9160","MISCELLANEOUS WAXES, OILS, AND FATS",-2,0,0,0,2,"Not PBL","Not PBL",80820,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.000107316592593763,0.000106904761904762,4.90751884610663,TRUE,0,3.48578595980034e-08,6.06688772957143e-08,0,"No history [0-3]",4.93021797943958e-08
"34932",2001-09-30,"Other","Army","Defense","9610","ORES",-2,0,0,0,2,"Not PBL","Not PBL",352746,"Army","Army","Army",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.000468392709367479,0.000466595238095238,5.5474620977268,TRUE,0,1.52140194775517e-07,2.64794652196907e-07,0,"No history [0-3]",2.1518370098681e-07
"34933",2001-09-30,"Other","DLA","Defense","5510","LUMBER & RELATED WOOD MATERIALS",-2,0,0,0,2,"Not PBL","Not PBL",1861604,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.00247192524175848,0.00246243915343915,6.26988730344158,TRUE,0,8.02914264527116e-07,1.39744400704295e-06,0,"No history [0-3]",1.13562404248907e-06
"34934",2001-09-30,"Clothing & Subsistence","Air Force","Defense","8925","SUGAR, CONFECTIONERY, AND NUTS",-2,0,0,0,2,"Not PBL","Not PBL",380473,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.000505209922468781,0.000503271164021164,5.58032384279631,TRUE,0,1.64098916293382e-07,2.85608385935812e-07,0,"No history [0-3]",2.32097850196896e-07
"34935",2001-09-30,"Clothing & Subsistence","Army","Defense","8915","FRUITS AND VEGETABLES",-2,0,0,0,2,"Not PBL","Not PBL",80000,"Army","Army","Army",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.00010622775807351,0.000105820105820106,4.90308998699194,TRUE,0,3.45041916337574e-08,6.00533306564853e-08,0,"No history [0-3]",4.8801959707395e-08
"34936",2001-09-30,"Other","Army","Defense","9640","IRON & STEEL PRIMARY & SEMIFINISHED",-2,0,0,0,2,"Not PBL","Not PBL",306395,"Army","Army","Army",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.000406845674186663,0.000405284391534392,5.4862816738518,TRUE,0,1.32148897445314e-07,2.30000503081173e-07,0,"No history [0-3]",1.86908455556841e-07
"34937",2001-09-30,"Clothing & Subsistence","Army","Defense","6505","DRUGS AND BIOLOGICALS",-2,0,0,0,2,"Not PBL","Not PBL",85568,"Army","Army","Army",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.000113621210035426,0.000113185185185185,4.93231138124587,TRUE,0,3.69056833714669e-08,6.42330424701767e-08,0,"No history [0-3]",5.21985761030297e-08
"34938",2001-09-30,"Other","Army","Defense","9410","CRUDE GRADES OF PLANT MATERIALS",-2,0,0,0,2,"Not PBL","Not PBL",6995,"Army","Army","Army",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,9.28828959655251e-06,9.2526455026455e-06,3.84478771882785,TRUE,0,3.01696025597666e-09,5.25091309927644e-09,0,"No history [0-3]",4.26712135191535e-09
"34939",2001-09-30,"Clothing & Subsistence","DLA","Defense","8945","FOOD, OILS AND FATS",-2,0,0,0,2,"Not PBL","Not PBL",67016,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,8.89869929381791e-05,8.86455026455026e-05,4.82617850243434,TRUE,0,2.89041613315985e-08,5.03066750909378e-08,0,"No history [0-3]",4.08814016468848e-08
"34940",2001-09-30,"Clothing & Subsistence","Navy","Defense","8910","DAIRY FOODS AND EGGS",-2,0,0,0,2,"Not PBL","Not PBL",0,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0,0,0,TRUE,0,0,0,0,"No history [0-3]",0
"34941",2001-09-30,"Clothing & Subsistence","Navy","Defense","8940","SPECIAL DIETARY FOOD & SPECIAL PREP",-2,0,0,0,2,"Not PBL","Not PBL",795000,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.0010556383458555,0.0010515873015873,5.90036712865647,TRUE,0,3.42885404360464e-07,5.96779973398823e-07,0,"No history [0-3]",4.84969474592238e-07
"34942",2001-09-30,"Clothing & Subsistence","Navy","Defense","8950","CONDIMENTS AND RELATED PRODUCTS",-2,0,0,0,2,"Not PBL","Not PBL",277419,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.000368369980212438,0.000366956349206349,5.443136201916,TRUE,0,1.19651479235567e-07,2.08249186717394e-07,0,"No history [0-3]",1.69232385750823e-07
"34943",2001-09-30,"Fuels","Navy","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,0,0,2,"Not PBL","Not PBL",570561,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.000757617698427248,0.000754710317460317,5.75630208266692,TRUE,0,2.46084326034353e-07,4.28301104908687e-07,0,"No history [0-3]",3.48056186657638e-07
"34944",2001-09-30,"Other","Navy","Defense","9620","MINERALS, NATURAL AND SYNTHETIC",-2,0,0,0,2,"Not PBL","Not PBL",86084,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.000114306379075,0.000113867724867725,4.93492243882379,TRUE,0,3.71282354075046e-08,6.4620386452911e-08,0,"No history [0-3]",5.25133487431424e-08
"34945",2001-09-30,"ERS","Army","Defense","K073","MOD OF FOOD PREP-SERVING EQ",-2,0,0,0,2,"Not PBL","Not PBL",27839,"Army","Army","Army",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,3.69659319626055e-05,3.68240740740741e-05,4.44465363100024,TRUE,0,1.20070273861521e-08,2.08978084018237e-08,0,"No history [0-3]",1.69824719536771e-08
"34946",2001-09-30,"Fuels","DLA","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,0,0,2,"Not PBL","Not PBL",1644250877,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,2.1833135546764,2.17493502248677,9.21596808217256,TRUE,0,0.00070916934192477,0.00123428426998371,0,"No history [0-3]",0.00100303331310254
"34947",2001-09-30,"Other","Navy","Defense","5530","PLYWOOD AND VENEER",-2,0,0,0,2,"Not PBL","Not PBL",236560,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.000314115480623368,0.000312910052910053,5.37394131151806,TRUE,0,1.02028894661021e-07,1.77577698751227e-07,0,"No history [0-3]",1.44307394854767e-07
"34948",2002-09-30,"Clothing & Subsistence","Air Force","Defense","8925","SUGAR, CONFECTIONERY, AND NUTS",-2,0,0,0,2,"Not PBL","Not PBL",340718,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.765326633,0.780758715,0.798846053,0.9138,0.7686,0.000445192921961204,0.000443296903460838,5.53239507778325,TRUE,0,1.44543432357425e-07,2.51572754687906e-07,0,"No history [0-3]",2.04439009519478e-07
"34949",2001-09-30,"Clothing & Subsistence","DLA","Defense","8910","DAIRY FOODS AND EGGS",-2,0,0,0,2,"Not PBL","Not PBL",1884013,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.00250168096464184,0.00249208068783069,6.27508389517065,TRUE,0,8.12579319906127e-07,1.41426569562646e-06,0,"No history [0-3]",1.14929408142761e-06
"34950",2001-09-30,"Other","Navy","Defense","5510","LUMBER & RELATED WOOD MATERIALS",-2,0,0,0,2,"Not PBL","Not PBL",1737274,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.00230683402724248,0.00229798148148148,6.23986832006113,TRUE,0,7.49290437704302e-07,1.30411362453644e-06,0,"No history [0-3]",1.05977969685881e-06
"34951",2001-09-30,"Clothing & Subsistence","Navy","Defense","8905","MEAT, POULTRY, AND FISH",-2,0,0,0,2,"Not PBL","Not PBL",710168,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.000942994431194354,0.000939375661375661,5.85136109920113,TRUE,0,3.06297159552028e-07,5.33099421570686e-07,0,"No history [0-3]",4.33219876518517e-07
"34952",2001-09-30,"Clothing & Subsistence","Navy","Defense","8955","COFFEE, TEA, AND COCOA",-2,0,0,0,2,"Not PBL","Not PBL",32141,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,4.26783296530085e-05,4.25145502645503e-05,4.50705938480212,TRUE,0,1.38624902912574e-08,2.41271762578762e-08,0,"No history [0-3]",1.96067973369423e-08
"34953",2001-09-30,"Fuels","Navy","Defense","9110","FUELS, SOLID",-2,0,0,0,2,"Not PBL","Not PBL",132560,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.000176019395127806,0.000175343915343915,5.12241249541128,TRUE,0,5.7173445537136e-08,9.95083688977962e-08,0,"No history [0-3]",8.08648472351536e-08
"34954",2001-09-30,"Fuels","Navy","Defense","9140","FUEL OILS",-2,0,0,0,2,"Not PBL","Not PBL",445502,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.00059155848346581,0.00058928835978836,5.64884965806316,TRUE,0,1.92146079765277e-07,3.34423486426569e-07,0,"No history [0-3]",2.71767133169549e-07
"34955",2001-09-30,"Fuels","Navy","Defense","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",-2,0,0,0,2,"Not PBL","Not PBL",135565,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.000180009575290442,0.000179318783068783,5.13214757840349,TRUE,0,5.8469509235379e-08,1.0176412213058e-07,0,"No history [0-3]",8.26979708466626e-08
"34956",2001-09-30,"Clothing & Subsistence","Navy","Defense","8915","FRUITS AND VEGETABLES",-2,0,0,0,2,"Not PBL","Not PBL",102800,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.00013650266912446,0.000135978835978836,5.01199311465926,TRUE,0,4.43378862493782e-08,7.71685298935836e-08,0,"No history [0-3]",6.27105182240026e-08
"34957",2001-09-30,"Clothing & Subsistence","Navy","Defense","8945","FOOD, OILS AND FATS",-2,0,0,0,2,"Not PBL","Not PBL",1908763,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.753098827,0.768284347,0.7860827,0.8992,0.756,0.00253454517729583,0.00252481878306878,6.28075200792121,TRUE,0,8.2325405419282e-07,1.43284469479831e-06,0,"No history [0-3]",1.16439218771208e-06
