"","Fiscal.Year","ProductOrServiceArea","Customer","SubCustomer","Contracting.Agency.ID","MajorCommandID","ProductOrServiceCode","ProductOrServiceCodeText","MaxOfPSCscore","MaxOfIsOnlyOneSource","MaxOfIsSingleAward","LengthScore","PricingScore","MaxOfIsOfficialPBL","MaxOfIsPerformanceBasedLogistics","Action.Obligation","MajorCommandCode","ContractingOfficeCode","MajorCommandName","MCC_StartFiscal_Year","MCC_EndFiscal_Year","ContractingOfficeName","Contracting.Department.ID","Contracting.Agency.Name","CSIS.Name","Summarized.Agency","SubCustomer.sum","SubCustomer.detail","SubCustomer.platform","SubCustomer.component","Subcustomer.Obsolete","ProductServiceOrRnDarea","ServicesCategory.detail","ServicesCategory.sum","ProductsCategory.detail","ProductOrServiceArea.DLA","ProductOrServicesCategory.Graph","ProductServiceOrRnDarea.sum","SupplyServiceFRC","SupplyServiceERS","Deflator.2005","Deflator.2011","Deflator.2012","Deflator.2013","Deflator.2014","Deflator.2015","Deflator.2016","Obligation.2013","Obligation.2014","Obligation.2015","Obligation.2016","LogOfAction.Obligation","Fiscal.Year.End","Fiscal.Year.Start","Graph","LengthSingleScore","pObligation","pObligationLS","JointScore","AddressCat","pObligationA"
"357547",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","4930","LUBRICATION & FUEL DISPENSING EQ",0,0,1,0,2,"Not PBL","Not PBL",265533.57,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000259959890606887,0.00026553357,0.000269284456897153,0.000269440456621005,5.42411943443492,2014-09-30,2013-10-01,TRUE,1,7.6721840536519e-08,1.39609979022614e-07,3,"No history [0-3]",1.07217235012513e-07
"357548",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","5120","HAND TOOLS, NONEDGED, NONPOWERED",0,0,1,0,2,"Not PBL","Not PBL",58935.22,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,5.76981409322099e-05,5.893522e-05,5.97677299703168e-05,5.98023541349569e-05,4.77037490905367,2014-09-30,2013-10-01,TRUE,1,1.7028425260221e-08,3.09864580508338e-08,3,"No history [0-3]",2.37968831332858e-08
"357576",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","6665","HAZARD-DETECTING INSTRU & APPARATUS",0,0,1,0,2,"Not PBL","Not PBL",50436,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,4.93773237133405e-05,5.0436e-05,5.11484512789279e-05,5.11780821917808e-05,4.70274063605306,2014-09-30,2013-10-01,TRUE,1,1.45727063787071e-08,2.65178105426917e-08,3,"No history [0-3]",2.03650651971843e-08
"357577",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","6685","PRESSURE TEMP HUMIDITY INSTRUMENTS",0,0,1,0,2,"Not PBL","Not PBL",35726.67,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,3.49767497380778e-05,3.572667e-05,3.6231339516483e-05,3.62523287671233e-05,4.55299253850803,2014-09-30,2013-10-01,TRUE,1,1.03226717384203e-08,1.87840642870423e-08,3,"No history [0-3]",1.44257269376693e-08
"357578",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","9390","MISC FABRICATED NONMETAL MATERIALS",0,0,1,0,2,"Not PBL","Not PBL",15599.2,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,1.52717651691082e-05,1.55992e-05,1.5819551930967e-05,1.58287163876205e-05,4.19310232627149,2014-09-30,2013-10-01,TRUE,1,4.50714888854644e-09,8.20161452568713e-09,3,"No history [0-3]",6.29865027012288e-09
"357579",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","9510","BARS AND RODS",0,0,1,0,2,"Not PBL","Not PBL",15039,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,1.47233240408622e-05,1.5039e-05,1.52514386308152e-05,1.52602739726027e-05,4.17721895933272,2014-09-30,2013-10-01,TRUE,1,4.34528771570657e-09,7.90707734062059e-09,3,"No history [0-3]",6.07245252399982e-09
"357749",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","3460","MACHINE TOOL ACCESSORIES",0,0,1,0,2,"Not PBL","Not PBL",289.68,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,2.83599475241503e-07,2.8968e-07,2.9377197570148e-07,2.93942161339422e-07,2.46191851180896,2014-09-30,2013-10-01,TRUE,1,8.36985800575755e-11,1.52305483345367e-10,3,"No history [0-3]",1.16967088712831e-10
"357750",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","3950","WINCHES HOISTS CRANES & DERRICKS",0,0,1,0,2,"Not PBL","Not PBL",26528.21,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,2.59713699085073e-05,2.652821e-05,2.6902943467011e-05,2.6918528665652e-05,4.42370794680294,2014-09-30,2013-10-01,TRUE,1,7.66491821482041e-09,1.39477763267654e-08,3,"No history [0-3]",1.07115696370568e-08
"357751",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","4710","PIPE, TUBE AND RIGID TUBING",0,0,1,0,2,"Not PBL","Not PBL",1009778.24,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000988582501292077,0.00100977824,0.00102404221411614,0.00102463545408422,6.00422600772434,2014-09-30,2013-10-01,TRUE,1,2.91759889743985e-07,5.30912603268551e-07,3,"No history [0-3]",4.07728600450037e-07
"357752",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","4931","FIRE CONT MAINT EQ",0,0,1,0,2,"Not PBL","Not PBL",4485.81,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,4.39165065601039e-06,4.48581e-06,4.54917587103513e-06,4.55181126331811e-06,3.65184087475318,2014-09-30,2013-10-01,TRUE,1,1.29610579745952e-09,2.35851097847791e-09,3,"No history [0-3]",1.81128188421329e-09
"357753",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","5307","STUDS",0,0,1,0,2,"Not PBL","Not PBL",27023.01,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,2.64557838147124e-05,2.702301e-05,2.74047329366917e-05,2.74206088280061e-05,4.43173372194671,2014-09-30,2013-10-01,TRUE,1,7.80788306366219e-09,1.42079280568099e-08,3,"No history [0-3]",1.09113601489841e-08
"357754",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","5355","KNOBS AND POINTERS",0,0,1,0,2,"Not PBL","Not PBL",15675.77,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,1.53467279273906e-05,1.567577e-05,1.58972035471623e-05,1.59064129883308e-05,4.19522888274281,2014-09-30,2013-10-01,TRUE,1,4.52927261222432e-09,8.24187284818007e-09,3,"No history [0-3]",6.32956773070953e-09
"357939",2014-01-01,"Other","Defense","DLA","97AS","ORG-2774","3990","MISC MATERIALS HANDLING EQ",0,0,1,0,2,"Not PBL","Not PBL",0,"DLA DISTRIBUTION",NA,"DLA DISTRIBUTION",2005,2014,"DLA DISTRIBUTION","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0,0,0,0,0,2014-09-30,2013-10-01,TRUE,1,0,0,3,"No history [0-3]",0
"357940",2014-01-01,"Other","Defense","DLA","97AS","ORG-2774","8115","BOXES, CARTONS, AND CRATES",0,0,1,0,2,"Not PBL","Not PBL",2083930.17,"DLA DISTRIBUTION",NA,"DLA DISTRIBUTION",2005,2014,"DLA DISTRIBUTION","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00204018745737344,0.00208393017,0.00211336745120416,0.00211459175038052,6.31888316218422,2014-09-30,2013-10-01,TRUE,1,6.02119566998557e-07,1.0956710570279e-06,3,"No history [0-3]",8.4145003129569e-07
"357941",2014-01-01,"Other","Defense","DLA","97AS","ORG-2774","8135","PACKAGING & PACKING BULK MATERIALS",0,0,1,0,2,"Not PBL","Not PBL",1376020.69,"DLA DISTRIBUTION",NA,"DLA DISTRIBUTION",2005,2014,"DLA DISTRIBUTION","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00134713734329416,0.00137602069,0.00139545814936279,0.0013962665550482,6.13862496404868,2014-09-30,2013-10-01,TRUE,1,3.97580012023078e-07,7.23472439532157e-07,3,"No history [0-3]",5.55610101207958e-07
"357942",2014-01-01,"Other","Defense","DLA","97AS","ORG-2774","8145","SPECIAL SHIPPING & STORAGE CONTAIN",0,0,1,0,2,"Not PBL","Not PBL",310302.4,"DLA DISTRIBUTION",NA,"DLA DISTRIBUTION",2005,2014,"DLA DISTRIBUTION","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000303789000987915,0.0003103024,0.000314685684593037,0.000314867985794013,5.49178513460036,2014-09-30,2013-10-01,TRUE,1,8.96571053177914e-08,1.63148153187059e-07,3,"No history [0-3]",1.25294008383749e-07
"357982",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","6625","ELECT ELECTRONIC MEASURING INSTRUMT",0,0,1,0,2,"Not PBL","Not PBL",846320.71,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000828556024723891,0.00084632071,0.000858275707863087,0.000858772917300862,5.92753496846415,2014-09-30,2013-10-01,TRUE,1,2.44531350801985e-07,4.44971295228335e-07,3,"No history [0-3]",3.41727663511724e-07
"358130",2014-01-01,"Other","Defense","DLA","97AS","ORG-2774","7510","OFFICE SUPPLIES",0,0,1,0,2,"Not PBL","Not PBL",78289.64,"DLA DISTRIBUTION",NA,"DLA DISTRIBUTION",2005,2014,"DLA DISTRIBUTION","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,7.66463021984473e-05,7.828964e-05,7.93955475688953e-05,7.94415423642821e-05,4.89370429604884,2014-09-30,2013-10-01,TRUE,1,2.26205872038759e-08,4.11624601668557e-08,3,"No history [0-3]",3.16118174094712e-08
"358131",2014-01-01,"Other","Defense","DLA","97AS","ORG-2774","8130","REELS AND SPOOLS",0,0,1,0,2,"Not PBL","Not PBL",344.16,"DLA DISTRIBUTION",NA,"DLA DISTRIBUTION",2005,2014,"DLA DISTRIBUTION","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,3.36935913418655e-07,3.4416e-07,3.49021551910457e-07,3.49223744292237e-07,2.53676039304339,2014-09-30,2013-10-01,TRUE,1,9.94397380302927e-11,1.80949513767404e-10,3,"No history [0-3]",1.38965041602485e-10
"358146",2014-01-01,"Other","Defense","DLA","97AS","ORG-2775","6850","MISCELLANEOUS CHEMICAL SPECIALTIES",0,0,1,0,2,"Not PBL","Not PBL",7944553.56,"DLA ENERGY",NA,"DLA ENERGY",2003,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00777779349849495,0.00794455356,0.00805677711746556,0.00806144450532724,6.90006949727958,2014-09-30,2013-10-01,TRUE,1,2.29545654571719e-06,4.17701971112591e-06,3,"No history [0-3]",3.2078545327132e-06
"358351",2014-01-01,"Other","Defense","DLA","97AS","ORG-2777","3895","MISC CONTRUCT EQ",0,0,1,0,2,"Not PBL","Not PBL",-219798,"DLA DISPOSITION SVCS",NA,"DLA DISPOSITION SERVICES",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,-0.000215184332570878,-0.000219798,-0.000222902833178797,-0.00022303196347032,NA,2014-09-30,2013-10-01,TRUE,1,-6.35072511029238e-08,-1.15563520534193e-07,3,"No history [0-3]",-8.87501110359807e-08
"358356",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","4510","PLUMBING FIXTURES AND ACCESSORIES",0,0,1,0,2,"Not PBL","Not PBL",870032.46,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000851770053504123,0.00087003246,0.000882322406443726,0.000882833546423135,5.93953545599322,2014-09-30,2013-10-01,TRUE,1,2.51382496223417e-07,4.57438257202632e-07,3,"No history [0-3]",3.51302001974119e-07
"358357",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","5315","NAILS, MACHINE KEYS, AND PINS",0,0,1,0,2,"Not PBL","Not PBL",423581.84,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000414690650185827,0.00042358184,0.000429565292764665,0.000429814145104008,5.62693733255714,2014-09-30,2013-10-01,TRUE,1,1.22387457008337e-07,2.22707252407898e-07,3,"No history [0-3]",1.71034019112208e-07
"358358",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","5320","RIVETS",0,0,1,0,2,"Not PBL","Not PBL",68656705.73,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.0672155679261196,0.06865670573,0.0696265399318462,0.0696668754236428,7.83668296137337,2014-09-30,2013-10-01,TRUE,1,1.98372990231697e-05,3.60977380250907e-05,3,"No history [0-3]",2.77222279406644e-05
"358359",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","5331","O-RING",0,0,1,0,2,"Not PBL","Not PBL",490996.97,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000480690703663243,0.00049099697,0.000497932718656242,0.000498221177067478,5.69107881204896,2014-09-30,2013-10-01,TRUE,1,1.41866021822604e-07,2.58152205319527e-07,3,"No history [0-3]",1.98254923183241e-07
"358436",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","5660","FENCING FENCES & GATES",0,0,1,0,2,"Not PBL","Not PBL",316100,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00030946490653079,0.0003161,0.000320565180610459,0.000320750887874176,5.49982449583958,2014-09-30,2013-10-01,TRUE,1,9.13322326574137e-08,1.66196365939901e-07,3,"No history [0-3]",1.27634965279363e-07
"358439",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","7195","MISC FURNITURE & FIXTURES",0,0,1,0,2,"Not PBL","Not PBL",291520.67,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00028540150867872,0.00029152067,0.000295638646726454,0.000295809913749366,5.46466935343015,2014-09-30,2013-10-01,TRUE,1,8.42304133403516e-08,1.53273255141933e-07,3,"No history [0-3]",1.17710315070126e-07
"358441",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","9330","PLASTICS FABRICATED MATERIALS",0,0,1,0,2,"Not PBL","Not PBL",211836.25,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000207389703594062,0.00021183625,0.000214828616707031,0.000214953069507864,5.32600027979358,2014-09-30,2013-10-01,TRUE,1,6.12068259103893e-08,1.11377459425297e-07,3,"No history [0-3]",8.5535312918888e-08
"358442",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","9530","BARS & RODS NONFERROUS BASE METAL",0,0,1,0,2,"Not PBL","Not PBL",258854.53,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000253421046920347,0.00025885453,0.000262511069792108,0.000262663145611365,5.41305576961453,2014-09-30,2013-10-01,TRUE,1,7.47920346674644e-08,1.36098330253341e-07,3,"No history [0-3]",1.04520369974552e-07
"358465",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","3990","MISC MATERIALS HANDLING EQ",0,0,1,0,2,"Not PBL","Not PBL",7749.91,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,7.5872356019362e-06,7.74991e-06,7.85938405208732e-06,7.8639370877727e-06,3.88929665905724,2014-09-30,2013-10-01,TRUE,1,2.23921728311932e-09,4.07468167782758e-09,3,"No history [0-3]",3.12926128999744e-09
"358466",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","4130","REFRIGERATION & AIR CONDITION COMP",0,0,1,0,2,"Other","All PBL",63104.45,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,6.1779856757124e-05,6.310445e-05,6.39958538803343e-05,6.40329274479959e-05,4.800059985905,2014-09-30,2013-10-01,TRUE,1,1.82330601364066e-08,3.31785202930597e-08,3,"No history [0-3]",2.54803362376568e-08
"358467",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","4710","PIPE, TUBE AND RIGID TUBING",0,0,1,0,2,"Other","All PBL",253705.98,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000248380567500799,0.00025370598,0.000257289792156449,0.000257438843226788,5.40433070392017,2014-09-30,2013-10-01,TRUE,1,7.33044403414652e-08,1.33391369481876e-07,3,"No history [0-3]",1.02441486708215e-07
"358468",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","4730","FITTINGS - HOSE PIPE & TUBE",0,0,1,0,2,"Not PBL","Not PBL",658621.04,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000644796262520758,0.00065862104,0.000667924620820779,0.000668311557584982,5.81863560036609,2014-09-30,2013-10-01,TRUE,1,1.90298418406668e-07,3.46284161276678e-07,3,"No history [0-3]",2.65938227056811e-07
"358469",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","4820","VALVES, NONPOWERED",0,0,1,0,2,"Not PBL","Not PBL",1019797.27,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000998391226956358,0.00101979727,0.00103420277141285,0.00103480189751395,6.00851384502553,2014-09-30,2013-10-01,TRUE,1,2.94654734346838e-07,5.36180323535058e-07,3,"No history [0-3]",4.11774087783738e-07
