"","Fiscal.Year","ProductOrServiceArea","Customer","SubCustomer","Contracting.Agency.ID","MajorCommandID","ProductOrServiceCode","ProductOrServiceCodeText","MaxOfPSCscore","MaxOfIsOnlyOneSource","MaxOfIsSingleAward","LengthScore","PricingScore","MaxOfIsOfficialPBL","MaxOfIsPerformanceBasedLogistics","Action.Obligation","MajorCommandCode","ContractingOfficeCode","MajorCommandName","MCC_StartFiscal_Year","MCC_EndFiscal_Year","ContractingOfficeName","Contracting.Department.ID","Contracting.Agency.Name","CSIS.Name","Summarized.Agency","SubCustomer.sum","SubCustomer.detail","SubCustomer.platform","SubCustomer.component","Subcustomer.Obsolete","ProductServiceOrRnDarea","ServicesCategory.detail","ServicesCategory.sum","ProductsCategory.detail","ProductOrServiceArea.DLA","ProductOrServicesCategory.Graph","ProductServiceOrRnDarea.sum","SupplyServiceFRC","SupplyServiceERS","Deflator.2005","Deflator.2011","Deflator.2012","Deflator.2013","Deflator.2014","Deflator.2015","Deflator.2016","Obligation.2013","Obligation.2014","Obligation.2015","Obligation.2016","LogOfAction.Obligation","Fiscal.Year.End","Fiscal.Year.Start","Graph","LengthSingleScore","pObligation","pObligationLS","JointScore","AddressCat","pObligationA"
"235815",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","4730","FITTINGS - HOSE PIPE & TUBE",0,0,0,0,2,"Not PBL","Not PBL",21025.32,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,2.05839882587154e-05,2.102532e-05,2.13223204783065e-05,2.13346727549467e-05,4.32274261437134,2014-09-30,2013-10-01,TRUE,0,6.07494279638271e-09,1.00016978136523e-08,2,"No history [0-3]",8.48961084526258e-09
"236169",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","4930","LUBRICATION & FUEL DISPENSING EQ",0,0,0,0,2,"Not PBL","Not PBL",5870468.95,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00574724493800587,0.00587046895,0.00595339430314724,0.00595684317605277,6.76867279532981,2014-09-30,2013-10-01,TRUE,0,1.69618170183335e-06,2.79256898170057e-06,2,"No history [0-3]",2.37037994497574e-06
"236170",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","5120","HAND TOOLS, NONEDGED, NONPOWERED",0,0,0,0,2,"Not PBL","Not PBL",374587.53,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000366724754694873,0.00037458753,0.000379878896579803,0.00038009896499239,5.57355331563844,2014-09-30,2013-10-01,TRUE,0,1.08231304778633e-07,1.78190452265288e-07,2,"No history [0-3]",1.5125107999251e-07
"236171",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","5133","DRILL BITS, COUNTERBORES, AND COUNTERSINKS: HAND AND MACHINE",0,0,0,0,2,"Not PBL","Not PBL",10135.5,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,9.92275090206524e-06,1.01355e-05,1.02786725342528e-05,1.02846270928463e-05,4.00584517798066,2014-09-30,2013-10-01,TRUE,0,2.92849681777671e-09,4.82143473632138e-09,2,"No history [0-3]",4.09251562982912e-09
"236172",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","5520","MILLWORK",0,0,0,0,2,"Not PBL","Not PBL",6168,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,6.03853066587128e-06,6.168e-06,6.25512823158909e-06,6.25875190258752e-06,3.7901443650429,2014-09-30,2013-10-01,TRUE,0,1.78214872202128e-09,2.93410383835334e-09,2,"No history [0-3]",2.49051713332209e-09
"236175",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","6636","ENVIRONMENTAL CHAMBERS & RELATED EQ",0,0,0,0,2,"Not PBL","Not PBL",366349,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000358659155465512,0.000366349,0.000371523990355777,0.000371739218670726,5.5638950104101,2014-09-30,2013-10-01,TRUE,0,1.0585090826261e-07,1.74271401925569e-07,2,"No history [0-3]",1.47924523553083e-07
"236176",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","6675","DRAFTING SURVEYING & MAPPING INSTRU",0,0,0,0,2,"Not PBL","Not PBL",660123.49,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000646267175361053,0.00066012349,0.000669448294201381,0.000669836113647894,5.81962518707043,2014-09-30,2013-10-01,TRUE,0,1.90732528223043e-07,3.14019271367737e-07,2,"No history [0-3]",2.66544886827719e-07
"236177",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","6760","PHOTOGRAPHIC EQ & ACCESSORIES",0,0,0,0,2,"Not PBL","Not PBL",165400.24,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000161928408135939,0.00016540024,0.000167736658679574,0.000167833830542872,5.21853613538944,2014-09-30,2013-10-01,TRUE,0,4.77898551131669e-08,7.86805251375752e-08,2,"No history [0-3]",6.67853650414373e-08
"236178",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","7690","MISCELLANEOUS PRINTED MATTER",0,0,0,0,2,"Not PBL","Not PBL",544116.79,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000532695512683276,0.00054411679,0.000551802901169039,0.000552122567224759,5.73569212728772,2014-09-30,2013-10-01,TRUE,0,1.57214176707008e-07,2.58835143004458e-07,2,"No history [0-3]",2.19703662130872e-07
"236179",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","8020","PAINT AND ARTISTS' BRUSHES",0,0,0,0,2,"Not PBL","Not PBL",1493634.43,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00146228231341702,0.00149363443,0.0015147332831982,0.00151561078640284,6.17424431604618,2014-09-30,2013-10-01,TRUE,0,4.31562693027155e-07,7.10518565849498e-07,2,"No history [0-3]",6.03100217061409e-07
"236180",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","8105","BAGS AND SACKS",0,0,0,0,2,"Not PBL","Not PBL",574925.1,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000562857141201218,0.0005749251,0.000583046404678855,0.000583384170471842,5.75961126942792,2014-09-30,2013-10-01,TRUE,0,1.66115763979079e-07,2.7349058733393e-07,2,"No history [0-3]",2.32143451998527e-07
"236181",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","8115","BOXES, CARTONS, AND CRATES",0,0,0,0,2,"Not PBL","Not PBL",367083.12,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000359377865927968,0.00036708312,0.000372268480423444,0.000372484140030441,5.56476441430675,2014-09-30,2013-10-01,TRUE,0,1.06063020944161e-07,1.74620621171647e-07,2,"No history [0-3]",1.48220946775831e-07
"236182",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","8120","COMMERCIAL AND INDUSTRIAL GAS CYLINDERS",0,0,0,0,2,"Not PBL","Not PBL",108866.14,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000106580986521569,0.00010886614,0.000110403966565845,0.000110467924911213,5.03689282467994,2014-09-30,2013-10-01,TRUE,0,3.14551965422163e-08,5.17873799028392e-08,2,"No history [0-3]",4.39580069566539e-08
"236183",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","8125","BOTTLES AND JARS",0,0,0,0,2,"Not PBL","Not PBL",1447452.76,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00141707001923801,0.00144745276,0.00146789925793897,0.00146874962962963,6.1606043987165,2014-09-30,2013-10-01,TRUE,0,4.182192098606e-07,6.88550048468083e-07,2,"No history [0-3]",5.84452966675478e-07
"236184",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","8135","PACKAGING & PACKING BULK MATERIALS",0,0,0,0,2,"Not PBL","Not PBL",8875,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,8.68870941303626e-06,8.875e-06,9.00036690261887e-06,9.00558092338914e-06,3.94816836172713,2014-09-30,2013-10-01,TRUE,0,2.56429473215611e-09,4.22181769866827e-09,2,"No history [0-3]",3.58355051203527e-09
"236186",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","8150","FREIGHT CONTAINERS",0,0,0,0,2,"Not PBL","Not PBL",12113302.39,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.0118590382534025,0.01211330239,0.0122844130605487,0.0122915295687468,7.08326255885202,2014-09-30,2013-10-01,TRUE,0,3.49995239523279e-06,5.76227092049833e-06,2,"No history [0-3]",4.89111335009832e-06
"236187",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","9505","WIRE, NONELECTRICAL",0,0,0,0,2,"Not PBL","Not PBL",22890.35,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,2.24098703676275e-05,2.289035e-05,2.32136956089422e-05,2.32271435819381e-05,4.35965243321218,2014-09-30,2013-10-01,TRUE,0,6.61381452644616e-09,1.08888884235168e-08,2,"No history [0-3]",9.2426732916244e-09
"236188",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","9515","PLATE, SHEET, STRIP, FOIL, AND LEAF",0,0,0,0,2,"Not PBL","Not PBL",9787168.76,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00958173130501255,0.00978716876,0.00992542082003936,0.00993117073566717,6.99065707691647,2014-09-30,2013-10-01,TRUE,0,2.82785186411165e-06,4.65573434262774e-06,2,"No history [0-3]",3.95186632352378e-06
"236189",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","9525","WIRE NONELECT NONFERROUS BASE METAL",0,0,0,0,2,"Not PBL","Not PBL",87610.85,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,8.57718554455332e-05,8.761085e-05,8.88484275662317e-05,8.88998985286657e-05,4.9425578938774,2014-09-30,2013-10-01,TRUE,0,2.53138074517994e-08,4.16762858732813e-08,2,"No history [0-3]",3.53755387467431e-08
"236190",2014-01-01,"Other","Defense","DLA","97AS","ORG-2781","9540","STRUCTURAL SHAPES NONFERROUS METAL",0,0,0,0,2,"Not PBL","Not PBL",99708.17,"DLA TROOP SUPT C&E",NA,"DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT",2004,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,9.7615246787112e-05,9.970817e-05,0.000101116632471966,0.000101175210553019,4.99873074547861,2014-09-30,2013-10-01,TRUE,0,2.88091419812874e-08,4.74309540065155e-08,2,"No history [0-3]",4.02601987219831e-08
"236483",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","4130","REFRIGERATION & AIR CONDITION COMP",0,0,0,0,2,"Not PBL","Not PBL",678728.55,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000664481706059882,0.00067872855,0.000688316166454366,0.000688714916286149,5.83169611771464,2014-09-30,2013-10-01,TRUE,0,1.96108174121573e-07,3.22869656899319e-07,2,"No history [0-3]",2.74057244268784e-07
"236484",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","4210","FIRE FIGHTING EQUIPMENT",0,0,0,0,2,"Not PBL","Not PBL",922488.73,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000903125240762914,0.00092248873,0.000935519665749962,0.00093606162354135,5.96496106910892,2014-09-30,2013-10-01,TRUE,0,2.6653892854224e-07,4.38825830663213e-07,2,"No history [0-3]",3.72482812477551e-07
"236485",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","5110","HAND TOOLS, EDGED, NONPOWERED",0,0,0,0,2,"Not PBL","Not PBL",25656,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,2.51174680226319e-05,2.5656e-05,2.60184127609678e-05,2.60334855403349e-05,4.40918894692038,2014-09-30,2013-10-01,TRUE,0,7.41290655190955e-09,1.22045019579756e-08,2,"No history [0-3]",1.03593883872425e-08
"236486",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","5306","BOLTS",0,0,0,0,2,"Not PBL","Not PBL",273443.44,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000267703728570255,0.00027344344,0.000277306060519915,0.0002774667072552,5.43686750896509,2014-09-30,2013-10-01,TRUE,0,7.90072758010869e-08,1.30076434318505e-07,2,"No history [0-3]",1.10411085005598e-07
"236487",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","5365","BUSHINGS, RINGS, SHIMS AND SPACERS",0,0,0,0,2,"Not PBL","Not PBL",1180341.77,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00115556581944776,0.00118034177,0.00119701509864637,0.00119770854388635,6.07200777623332,2014-09-30,2013-10-01,TRUE,0,3.41041598079416e-07,5.61485946486021e-07,2,"No history [0-3]",4.76598800480013e-07
"236488",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","5410","PREFABRICATED & PORTABLE BUILDINGS",0,0,0,0,2,"Not PBL","Not PBL",9178,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,8.98534929496865e-06,9.178e-06,9.30764703461814e-06,9.31303906646372e-06,3.96274805335864,2014-09-30,2013-10-01,TRUE,0,2.65184192132155e-09,4.36595412263407e-09,2,"No history [0-3]",3.7058959548687e-09
"236489",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","5440","SCAFFOLDING EQ & CONCRETE FORMS",0,0,0,0,2,"Not PBL","Not PBL",-27485.57,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,-2.69086344542723e-05,-2.748557e-05,-2.78738269890269e-05,-2.78899746321664e-05,NA,2014-09-30,2013-10-01,TRUE,0,-7.94153266042908e-09,-1.30748243249561e-08,2,"No history [0-3]",-1.10981327827697e-08
"236491",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","6665","HAZARD-DETECTING INSTRU & APPARATUS",0,0,0,0,2,"Not PBL","Not PBL",82300.16,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,8.05726394238186e-05,8.230016e-05,8.34627195655478e-05,8.35110705225774e-05,4.91540067952636,2014-09-30,2013-10-01,TRUE,0,2.37793652668851e-08,3.91500024891527e-08,2,"No history [0-3]",3.32311865361785e-08
"236492",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","8145","SPECIAL SHIPPING & STORAGE CONTAIN",0,0,0,0,2,"Not PBL","Not PBL",655481.6,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000641722720900514,0.0006554816,0.000664740833567961,0.000665125925925926,5.8165605051327,2014-09-30,2013-10-01,TRUE,0,1.89391325510452e-07,3.11811134651425e-07,2,"No history [0-3]",2.64670582908135e-07
"236493",2014-01-01,"Other","Defense","DLA","97AS","ORG-2783","9535","PLATE SHEET STRIP-NONFERROUS METAL",0,0,0,0,2,"Not PBL","Not PBL",159182.9,"DLA LAND",NA,"DLA LAND",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000155841573140779,0.0001591829,0.000161431493478635,0.000161525012683917,5.20189641243109,2014-09-30,2013-10-01,TRUE,0,4.5993450357108e-08,7.57229503713061e-08,2,"No history [0-3]",6.427492538617e-08
"236901",2014-01-01,"Other","Defense","DLA","97AS","ORG-2773","3610","PRINTING, DUPLICATING, AND BOOKBINDING EQUIPMENT",0,0,0,0,2,"Not PBL","Not PBL",445625,"DLA DOCUMENT SVCS",NA,"DLA DOCUMENT SVCS",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000436271113485553,0.000445625,0.000451919831096285,0.000452181633688483,5.64896954719594,2014-09-30,2013-10-01,TRUE,0,1.28756489016008e-07,2.11982818250034e-07,2,"No history [0-3]",1.79934613738109e-07
"236934",2014-01-01,"Other","Defense","DLA","97AS","ORG-2774","3426","METAL FINISHING EQUIPMENT",0,0,0,0,2,"Not PBL","Not PBL",84557,"DLA DISTRIBUTION",NA,"DLA DISTRIBUTION",2005,2014,"DLA DISTRIBUTION","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,8.27821072493641e-05,8.4557e-05,8.57514393447598e-05,8.58011161846778e-05,4.92714956622749,2014-09-30,2013-10-01,TRUE,0,2.44314444695126e-08,4.02235762418359e-08,2,"No history [0-3]",3.41424541573145e-08
