"","Fiscal.Year","ProductOrServiceArea","SubCustomer","Customer","ProductOrServiceCode","ProductOrServiceCodeText","MaxOfPSCscore","MaxOfIsOnlyOneSource","MaxOfIsSingleAward","LengthScore","PricingScore","MaxOfIsOfficialPBL","MaxOfIsPerformanceBasedLogistics","Action.Obligation","SubCustomer.sum","SubCustomer.detail","SubCustomer.component","Subcustomer.Obsolete","ServicesCategory.detail","ServicesCategory.sum","ProductsCategory.detail","ProductOrServicesCategory.Graph","Deflator.2013","Deflator.2012","Deflator.2011","Deflator.2005","Deflator.2014","Obligation.2013","Obligation.2014","LogOfAction.Obligation","Graph","pObligation","pObligationLS","LengthSingleScore","JointScore","AddressCat","pObligationA"
"234340",2014-09-30,"Fuels","Navy","Defense","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",0,1,0,0,2,"Not PBL","Not PBL",15257.5996,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,1.49373351284347e-05,1.52575996e-05,4.18348621366643,TRUE,4.97496327743715e-09,8.6587484174389e-09,0,4,"Outer edge [4-5]",1.21488990490561e-08
"235357",2013-09-30,"Fuels","Navy","Defense","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",0,1,0,0,2,"Not PBL","Not PBL",1140.7,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,1.1407e-06,1.15842388544734e-06,3.05717144154727,TRUE,3.77721033510841e-10,6.57410159383172e-10,0,4,"Outer edge [4-5]",9.2239770404744e-10
"236180",2013-09-30,"Fuels","Air Force","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,1,0,0,2,"Not PBL","Not PBL",-7453.5896,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,-7.4535896e-06,-7.56940144206357e-06,NA,TRUE,-2.46811393624762e-09,-4.29566540449965e-09,0,4,"Outer edge [4-5]",-6.02715344433408e-09
"236253",2014-09-30,"Fuels","Navy","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,1,0,0,2,"Not PBL","Not PBL",-3793.55,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,-3.71392153169844e-06,-3.79355e-06,NA,TRUE,-1.23694240482767e-09,-2.15285470323755e-09,0,4,"Outer edge [4-5]",-3.02062298105836e-09
"236568",2013-09-30,"Fuels","Army","Defense","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",0,1,0,0,2,"Not PBL","Not PBL",63687.2202,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,6.36872202e-05,6.46767748552859e-05,4.80405229334873,TRUE,2.10888074299786e-08,3.67043268013966e-08,0,4,"Outer edge [4-5]",5.14990319011517e-08
"237013",2013-09-30,"Fuels","Navy","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,1,0,0,2,"Not PBL","Not PBL",77716.5816,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,7.77165816e-05,7.8924120645882e-05,4.89051368970301,TRUE,2.57343626921028e-08,4.47897521665392e-08,0,4,"Outer edge [4-5]",6.28435140126725e-08
"237560",2014-09-30,"Fuels","Army","Defense","9140","FUEL OILS",0,1,0,0,2,"Not PBL","Not PBL",-3059.7912,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,-2.9955646874778e-06,-3.0597912e-06,NA,TRUE,-9.97689627182598e-10,-1.73644366776367e-09,0,4,"Outer edge [4-5]",-2.43636583568429e-09
"237561",2014-09-30,"Fuels","Army","Defense","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",0,1,0,0,2,"Not PBL","Not PBL",-16.1,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,-1.57620531323813e-08,-1.61e-08,NA,TRUE,-5.24964023611802e-12,-9.13681399273096e-12,0,4,"Outer edge [4-5]",-1.28196623202646e-11
"237562",2014-09-30,"Fuels","Army","Defense","9160","MISCELLANEOUS WAXES, OILS, AND FATS",0,1,0,0,2,"Not PBL","Not PBL",80495,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,7.88053706143497e-05,8.0495e-05,4.90576890471757,TRUE,2.62465708575354e-08,4.56812324437813e-08,0,4,"Outer edge [4-5]",6.40943303397327e-08
"237609",2013-09-30,"Fuels","Army","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,1,0,0,2,"Not PBL","Not PBL",6600,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,6.6e-06,6.70254899969534e-06,3.81954393554187,TRUE,2.18546403188529e-09,3.80372319797399e-09,0,4,"Outer edge [4-5]",5.33692017770939e-09
"237973",2013-09-30,"Fuels","Navy","Defense","9140","FUEL OILS",0,1,0,0,2,"Not PBL","Not PBL",48510,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,4.851e-05,4.92637351477607e-05,4.68583127462606,TRUE,1.60631606343569e-08,2.79573655051088e-08,0,4,"Outer edge [4-5]",3.92263633061641e-08
"262098",2013-09-30,"Fuels","Air Force","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,1,1,0,2,"Not PBL","Not PBL",20439.9599,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,2.04399599e-05,2.07575504214482e-05,4.31048003944576,TRUE,6.76830260221632e-09,1.18902766843298e-08,1,5,"Outer edge [4-5]",1.65282476396789e-08
"262282",2013-09-30,"Fuels","Air Force","Defense","9140","FUEL OILS",0,1,1,0,2,"Not PBL","Not PBL",6213.25,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,6.21325e-06,6.30978978369046e-06,3.79331882849419,TRUE,2.05739915092595e-09,3.61435452761881e-09,1,5,"Outer edge [4-5]",5.02418474153832e-09
"262566",2013-09-30,"Fuels","DLA","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,1,1,0,2,"Not PBL","Not PBL",775117392,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.775117392,0.787160954605464,8.88936748165075,TRUE,0.000256665330409808,0.000450899135752027,1,5,"Outer edge [4-5]",0.000626778734766406
"262567",2013-09-30,"Fuels","DLA","Defense","9135","LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",0,1,1,0,2,"Not PBL","Not PBL",1866570.9096,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.0018665709096,0.00189557317924241,6.27104449309063,TRUE,6.18079331196093e-07,1.08581644360589e-06,1,5,"Outer edge [4-5]",1.50935453796509e-06
"262781",2013-09-30,"Fuels","DLA","Defense","9140","FUEL OILS",0,1,1,0,2,"Not PBL","Not PBL",0,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0,0,0,TRUE,0,0,1,5,"Outer edge [4-5]",0
"262820",2014-09-30,"Fuels","DLA","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,1,1,0,2,"Not PBL","Not PBL",420665745.0302,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0.411835765474457,0.4206657450302,8.62393714869383,TRUE,0.00013716421248864,0.000240964468276592,1,5,"Outer edge [4-5]",0.000334956074595632
"262821",2014-09-30,"Fuels","DLA","Defense","9135","LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",0,1,1,0,2,"Not PBL","Not PBL",2312836.989,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0.00226428941038228,0.002312836989,6.36414502435187,TRUE,7.5413429298363e-07,1.32483222570169e-06,1,5,"Outer edge [4-5]",1.84160181371413e-06
"264107",2014-09-30,"Fuels","Air Force","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,1,1,0,2,"Not PBL","Not PBL",0,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0,0,0,TRUE,0,0,1,5,"Outer edge [4-5]",0
"264413",2014-09-30,"Fuels","DLA","Defense","9140","FUEL OILS",0,1,1,0,2,"Not PBL","Not PBL",53227264.9512,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0.0521099986492018,0.0532272649512,7.72613415080325,TRUE,1.73555274376605e-05,3.04894794698874e-05,1,5,"Outer edge [4-5]",4.2382333099729e-05
"271808",2014-09-30,"Fuels","Army","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,1,0,1,2,"Not PBL","Not PBL",1976.9799,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,1.93548212580434e-06,1.9769799e-06,3.29600225385416,TRUE,3.31205576754221e-09,1.13244759295247e-09,1,5,"Outer edge [4-5]",1.57417482807145e-09
"271884",2013-09-30,"Fuels","Army","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,1,0,1,2,"Not PBL","Not PBL",5484.6802,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,5.4846802e-06,5.56989966487255e-06,3.73915130986436,TRUE,9.3313130344282e-09,3.19053292776103e-09,1,5,"Outer edge [4-5]",4.43504551934291e-09
"276877",2013-09-30,"Fuels","Navy","Defense","9140","FUEL OILS",0,0,1,1,2,"Not PBL","Not PBL",-424945.6563,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,-0.0004249456563,-0.000431548345993704,NA,TRUE,-7.22977602514698e-07,-3.56227380077311e-07,2,4,"Outer edge [4-5]",-3.43621370839005e-07
"277236",2013-09-30,"Fuels","Army","Defense","9140","FUEL OILS",0,0,1,1,2,"Not PBL","Not PBL",67227.6563,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,6.72276563e-05,6.82722212856708e-05,4.82754797108338,TRUE,1.14377189303808e-07,5.63562223014702e-08,2,4,"Outer edge [4-5]",5.43619144556943e-08
"277306",2013-09-30,"Fuels","DLA","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,1,1,2,"Not PBL","Not PBL",5415747094.0415,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,5.4157470940415,5.49989549511679,9.73365837535457,TRUE,0.00921403429315643,0.00453996262785594,2,4,"Outer edge [4-5]",0.0043793045369032
"277307",2013-09-30,"Fuels","DLA","Defense","9135","LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",0,0,1,1,2,"Not PBL","Not PBL",-5109769.6686,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,-0.0051097696686,-0.00518916387590129,NA,TRUE,-8.69346225720381e-06,-4.28346503807736e-06,2,4,"Outer edge [4-5]",-4.131883764818e-06
"277378",2013-09-30,"Fuels","DLA","Defense","9140","FUEL OILS",0,0,1,1,2,"Not PBL","Not PBL",577296001.1804,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.5772960011804,0.586265868975729,8.76139854923377,TRUE,0.000982177538908822,0.000483941038061629,2,4,"Outer edge [4-5]",0.000466815557153125
"277386",2014-09-30,"Fuels","DLA","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,1,1,2,"Not PBL","Not PBL",819599744.0845,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0.802395944940744,0.8195997440845,8.91360181412312,TRUE,0.00137308429866747,0.000676549620124175,2,4,"Outer edge [4-5]",0.000652608196083139
"277387",2014-09-30,"Fuels","DLA","Defense","9135","LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",0,0,1,1,2,"Not PBL","Not PBL",-193913.2813,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,-0.000189842946765528,-0.0001939132813,NA,TRUE,-3.24865013413996e-07,-1.60068323285154e-07,2,4,"Outer edge [4-5]",-1.54403899731706e-07
"277578",2014-09-30,"Fuels","Navy","Defense","9140","FUEL OILS",0,0,1,1,2,"Not PBL","Not PBL",7922866.8458,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0.0077565619990237,0.0079228668458,6.89888235709783,TRUE,1.32732643524099e-05,6.54003688203663e-06,2,4,"Outer edge [4-5]",6.30860109140221e-06
"277883",2014-09-30,"Fuels","Army","Defense","9140","FUEL OILS",0,0,1,1,2,"Not PBL","Not PBL",67227.6763,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,6.58165345221819e-05,6.72276763e-05,4.8275481002845,TRUE,1.12627251813676e-07,5.54939886095264e-08,2,4,"Outer edge [4-5]",5.35301930895685e-08
"277923",2014-09-30,"Fuels","DLA","Defense","9140","FUEL OILS",0,0,1,1,2,"Not PBL","Not PBL",69400965.9859,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0.0679442057955491,0.0694009659859,7.84136551540336,TRUE,0.000116268187484658,5.72879597790243e-05,2,4,"Outer edge [4-5]",5.52606800397146e-05
"280928",2014-09-30,"Fuels","Army","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,1,0,2,0,"Not PBL","Not PBL",-1544.4301,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,-1.5120117574813e-06,-1.5444301e-06,NA,TRUE,-1.46319318065849e-09,-1.27487057555208e-09,2,4,"Outer edge [4-5]",-1.22975604715854e-09
"281155",2013-09-30,"Fuels","Army","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,1,0,2,0,"Not PBL","Not PBL",40550,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,4.055e-05,4.11800548390373e-05,4.60799085854717,TRUE,3.90139867253442e-08,3.39926295232847e-08,2,4,"Outer edge [4-5]",3.27897141221388e-08
"290641",2013-09-30,"Fuels","Air Force","Defense","9110","FUELS, SOLID",0,0,0,2,2,"Not PBL","Not PBL",8537.3398,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,8.5373398e-06,8.66999065705291e-06,3.93132256739193,TRUE,8.21394973186074e-09,7.15676026968665e-09,2,4,"Outer edge [4-5]",6.90350015796689e-09
"290999",2013-09-30,"Fuels","Navy","Defense","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",0,0,0,2,2,"Not PBL","Not PBL",87611.2969,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,8.76112969e-05,8.89725773331979e-05,4.9425601091933,TRUE,8.42926257520787e-08,7.34436093113737e-08,2,4,"Outer edge [4-5]",7.08446209425604e-08
"291357",2013-09-30,"Fuels","Navy","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,0,2,2,"Not PBL","Not PBL",-73610.15,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,-7.361015e-05,-7.47538844318066e-05,NA,TRUE,-7.08218351405819e-08,-6.17065982269646e-08,2,4,"Outer edge [4-5]",-5.95229537604871e-08
"291991",2014-09-30,"Fuels","Army","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,0,2,2,"Not PBL","Not PBL",675984.6777,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0.000661795428980312,0.0006759846777,5.82993685205738,TRUE,6.40427929137271e-07,5.58000634100426e-07,2,4,"Outer edge [4-5]",5.38254366570613e-07
"292139",2013-09-30,"Fuels","Air Force","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,0,2,2,"Not PBL","Not PBL",20000.01,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,2.000001e-05,2.03107646999086e-05,4.30103021281117,TRUE,1.92424198433231e-08,1.67657935978296e-08,2,4,"Outer edge [4-5]",1.61724934732409e-08
"292259",2013-09-30,"Fuels","Army","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,0,2,2,"Not PBL","Not PBL",566545.1152,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.0005665451152,0.000575347938661521,5.75323449937552,TRUE,5.45084675800775e-07,4.74928685800746e-07,2,4,"Outer edge [4-5]",4.5812212983236e-07
"292606",2013-09-30,"Fuels","Army","Defense","9140","FUEL OILS",0,0,0,2,2,"Not PBL","Not PBL",83404.6406,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,8.34046406e-05,8.47005591550726e-05,4.92119021527688,TRUE,8.02453154426759e-08,6.99172145114306e-08,2,4,"Outer edge [4-5]",6.74430165655667e-08
"292607",2013-09-30,"Fuels","Army","Defense","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",0,0,0,2,2,"Not PBL","Not PBL",10540.7998,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,1.05407998e-05,1.07045798720422e-05,4.02287356491339,TRUE,1.0141519691041e-08,8.83623927202253e-09,2,4,"Outer edge [4-5]",8.52354653663866e-09
"292884",2013-09-30,"Fuels","DLA","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,0,2,2,"Not PBL","Not PBL",109906.0703,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.0001099060703,0.000111613760840865,5.04102167991201,TRUE,1.05742884530677e-07,9.21330784233782e-08,2,4,"Outer edge [4-5]",8.88727157934572e-08
"293157",2014-09-30,"Fuels","Other DoD","Defense","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",0,0,0,2,2,"Not PBL","Not PBL",16436.6797,"Other DoD","Other DoD","Additional
DoD
Components",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,1.60916657609523e-05,1.64366797e-05,4.21581409218194,TRUE,1.55721114537381e-08,1.35678780861006e-08,2,4,"Outer edge [4-5]",1.30877443118228e-08
"293212",2013-09-30,"Fuels","DLA","Defense","9140","FUEL OILS",0,0,0,2,2,"Not PBL","Not PBL",365890360.3204,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.3658903603204,0.371575464933888,8.56335096779542,TRUE,0.000352030620480185,0.000306721959667386,2,4,"Outer edge [4-5]",0.000295867825276258
"293236",2014-09-30,"Fuels","DLA","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,0,2,2,"Not PBL","Not PBL",2202871.5,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0.00215663215073344,0.0022028715,6.34298916420997,TRUE,2.08700060732237e-06,1.8183898753801e-06,2,4,"Outer edge [4-5]",1.7540415381947e-06
"293866",2013-09-30,"Fuels","Other DoD","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,0,2,2,"Not PBL","Not PBL",79999.75,"Other DoD","Other DoD","Additional
DoD
Components",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,7.999975e-05,8.12427642936935e-05,4.90308862981957,TRUE,7.69694003583442e-08,6.70629312874327e-08,2,4,"Outer edge [4-5]",6.46897393919253e-08
"294191",2014-09-30,"Fuels","Navy","Defense","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",0,0,0,2,2,"Not PBL","Not PBL",157425.1563,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0.000154120725340002,0.0001574251563,5.19707413316479,TRUE,1.49144603671126e-07,1.2994871028385e-07,2,4,"Outer edge [4-5]",1.2535014561993e-07
"294943",2014-09-30,"Fuels","Air Force","Defense","9110","FUELS, SOLID",0,0,0,2,2,"Not PBL","Not PBL",25000,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,2.44752377832007e-05,2.5e-05,4.39794000867204,TRUE,2.36850016821495e-08,2.06365858764356e-08,2,4,"Outer edge [4-5]",1.99063079507214e-08
"295319",2014-09-30,"Fuels","Air Force","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,0,2,2,"Not PBL","Not PBL",-2167.23,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,-2.12173878323544e-06,-2.16723e-06,NA,TRUE,-2.05323384782419e-09,-1.7889691203595e-09,2,4,"Outer edge [4-5]",-1.72566191120167e-09
"295608",2014-09-30,"Fuels","Army","Defense","9140","FUEL OILS",0,0,0,2,2,"Not PBL","Not PBL",-31716.449,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,-3.10507052365504e-05,-3.1716449e-05,NA,TRUE,-3.00481659166723e-08,-2.61807689393635e-08,2,4,"Outer edge [4-5]",-2.52542960358939e-08
"295729",2014-09-30,"Fuels","Other DoD","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,0,2,2,"Not PBL","Not PBL",-8047.79,"Other DoD","Other DoD","Additional
DoD
Components",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,-7.8788629551706e-06,-8.04779e-06,NA,TRUE,-7.62447678750343e-09,-6.64315637802077e-09,2,4,"Outer edge [4-5]",-6.40807144250944e-09
"295759",2014-09-30,"Fuels","DLA","Defense","9140","FUEL OILS",0,0,0,2,2,"Not PBL","Not PBL",5799827.5,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0.00567808628656186,0.0057998275,6.76341507685394,TRUE,5.49475696374707e-06,4.7875455308905e-06,2,4,"Outer edge [4-5]",4.6181260910425e-06
"298887",2013-09-30,"Fuels","DLA","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,1,2,2,"Not PBL","Not PBL",14938749.5703,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.0149387495703,0.0151708637862293,7.17431424691406,TRUE,1.43728773718601e-05,1.25229933337691e-05,2,4,"Outer edge [4-5]",1.20798354562851e-05
"298888",2013-09-30,"Fuels","DLA","Defense","9135","LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",0,0,1,2,2,"Not PBL","Not PBL",-337773.3239,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,-0.0003377733239,-0.000343021553671169,NA,TRUE,-3.24978643028607e-07,-2.83151749992137e-07,2,4,"Outer edge [4-5]",-2.73131707244527e-07
"298916",2013-09-30,"Fuels","Navy","Defense","9140","FUEL OILS",0,0,1,2,2,"Not PBL","Not PBL",3174168,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.003174168,0.0032234873565553,6.50162990904205,TRUE,3.05393213849599e-06,2.6608709462063e-06,2,4,"Outer edge [4-5]",2.56670927979386e-06
"299152",2014-09-30,"Fuels","DLA","Defense","9140","FUEL OILS",0,0,1,2,2,"Not PBL","Not PBL",868660551.4844,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0.850426942018679,0.8686605514844,8.93885009932851,TRUE,0.000822969064924996,0.000717047522727187,2,4,"Outer edge [4-5]",0.000691672977699677
"299388",2013-09-30,"Fuels","DLA","Defense","9140","FUEL OILS",0,0,1,2,2,"Not PBL","Not PBL",407906973.875,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.407906973875,0.414244921168884,8.61056113039564,TRUE,0.000392455666188276,0.000341944035583158,2,4,"Outer edge [4-5]",0.000329843478712404
"299390",2014-09-30,"Fuels","DLA","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,0,1,2,2,"Not PBL","Not PBL",114216638.0625,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0.111819175015098,0.1142166380625,8.05772937267,TRUE,0.000108208850585591,9.42816583957816e-05,2,4,"Outer edge [4-5]",9.09452628147283e-05
"299391",2014-09-30,"Fuels","DLA","Defense","9135","LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",0,0,1,2,2,"Not PBL","Not PBL",-14902.0118,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,-1.45892112901225e-05,-1.49020118e-05,NA,TRUE,-1.41181669820165e-08,-1.23010658496942e-08,2,4,"Outer edge [4-5]",-1.18657614390433e-08
"299549",2014-09-30,"Fuels","Navy","Defense","9140","FUEL OILS",0,0,1,2,2,"Not PBL","Not PBL",9742450.6977,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels",TRUE,1.021440536,1.04203691,1.066177113,1.2196,1,0.00953795189669269,0.0097424506977,6.98866821669506,TRUE,9.22999844653132e-06,8.04203681880102e-06,2,4,"Outer edge [4-5]",7.75744895132546e-06
"327474",2013-09-30,"Fuels","DLA","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",0,1,1,1,2,"Not PBL","Not PBL",2496522,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.002496522,0.00253531227785112,6.39733539752372,TRUE,4.24743602723396e-06,2.09280758181824e-06,2,6,"Uncommon [6-8]",2.53206354994967e-06
