"","Fiscal.Year","ProductOrServiceArea","Customer","SubCustomer","ProductOrServiceCode","ProductOrServiceCodeText","MaxOfPSCscore","MaxOfIsOnlyOneSource","MaxOfIsSingleAward","LengthScore","PricingScore","MaxOfIsOfficialPBL","MaxOfIsPerformanceBasedLogistics","Action.Obligation","SubCustomer.sum","SubCustomer.detail","SubCustomer.platform","SubCustomer.component","Subcustomer.Obsolete","ProductServiceOrRnDarea","ServicesCategory.detail","ServicesCategory.sum","ProductsCategory.detail","ProductOrServiceArea.DLA","ProductOrServicesCategory.Graph","ProductServiceOrRnDarea.sum","SupplyServiceFRC","SupplyServiceERS","Deflator.2005","Deflator.2011","Deflator.2012","Deflator.2013","Deflator.2014","Deflator.2015","Deflator.2016","Obligation.2013","Obligation.2014","Obligation.2015","Obligation.2016","LogOfAction.Obligation","Fiscal.Year.End","Fiscal.Year.Start","Graph","LengthSingleScore","pObligation","pObligationLS","JointScore","AddressCat","pObligationA"
"41",2005-01-01,"Fuels","Defense","Army","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",-2,0,0,0,0,"Not PBL","Not PBL",168401,"Army","Army","Army","Army",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1,0.87420229,0.854408749,0.837520938,0.839076212,0.821363965,0.8206,0.00020107079400563,0.000200698098208033,0.00020502603860884,0.000205216914452839,5.22634466610183,2005-09-30,2004-10-01,TRUE,0,6.55903224139025e-08,1.14146448654133e-07,0,"No history [0-3]",9.27908445087203e-08
"42",2005-01-01,"Other","Defense","DLA","5510","LUMBER & RELATED WOOD MATERIALS",-2,0,0,0,0,"Not PBL","Not PBL",6882,"Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1,0.87420229,0.854408749,0.837520938,0.839076212,0.821363965,0.8206,8.21710800023008e-06,8.20187713771106e-06,8.37874595581997e-06,8.38654642944187e-06,3.83771466828491,2005-09-30,2004-10-01,TRUE,0,2.6804626982766e-09,4.66479331855361e-09,0,"No history [0-3]",3.79205938152988e-09
"43",2004-01-01,"Clothing & Subsistence","Defense","Navy","8905","MEAT, POULTRY, AND FISH",-2,0,0,0,0,"Not PBL","Not PBL",46389,"Navy","Navy","Navy","Navy",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",0.9645,0.843168109,0.824077239,0.807788945,0.810993072,0.793958032,0.7932,5.74271290627777e-05,5.72002420262352e-05,5.84275215191727e-05,5.84833585476551e-05,4.66641501060535,2004-09-30,2003-10-01,TRUE,0,1.86921353593887e-08,3.25298121813215e-08,0,"No history [0-3]",2.64438252753786e-08
"44",2004-01-01,"Fuels","Defense","Navy","9140","FUEL OILS",-2,0,0,0,0,"Not PBL","Not PBL",4168,"Navy","Navy","Navy","Navy",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",0.9645,0.843168109,0.824077239,0.807788945,0.810993072,0.793958032,0.7932,5.1597636063217e-06,5.13937805870677e-06,5.24964775468132e-06,5.25466464952093e-06,3.61992771029147,2004-09-30,2003-10-01,TRUE,0,1.67946755002117e-09,2.92276740545707e-09,0,"No history [0-3]",2.37594825815986e-09
"45",2004-01-01,"Fuels","Defense","Navy","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",-2,0,0,0,0,"Not PBL","Not PBL",37550,"Navy","Navy","Navy","Navy",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",0.9645,0.843168109,0.824077239,0.807788945,0.810993072,0.793958032,0.7932,4.64849144475479e-05,4.63012586622935e-05,4.72946912639836e-05,4.73398890569844e-05,4.57460994134019,2004-09-30,2003-10-01,TRUE,0,1.51305197944565e-08,2.63315537607756e-08,0,"No history [0-3]",2.1405196039804e-08
"46",2005-01-01,"Other","Defense","Army","9640","IRON & STEEL PRIMARY & SEMIFINISHED",-2,0,0,0,0,"Not PBL","Not PBL",-1005,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1,0.87420229,0.854408749,0.837520938,0.839076212,0.821363965,0.8206,-1.1999700000336e-06,-1.19774578950881e-06,-1.22357449659969e-06,-1.22471362417743e-06,NA,2005-09-30,2004-10-01,TRUE,0,-3.91436357420515e-10,-6.81214368664106e-10,0,"No history [0-3]",-5.53766300267005e-10
"47",2005-01-01,"Fuels","Defense","Navy","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,0,0,0,"Not PBL","Not PBL",212655,"Navy","Navy","Navy","Navy",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1,0.87420229,0.854408749,0.837520938,0.839076212,0.821363965,0.8206,0.000253910070007109,0.000253439433699498,0.00025890471101931,0.00025914574701438,5.32767559841558,2005-09-30,2004-10-01,TRUE,0,8.28267647634423e-08,1.44142926933597e-07,0,"No history [0-3]",1.17175296102766e-07
"48",2005-01-01,"Fuels","Defense","Navy","9135","LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",-2,0,0,0,0,"Not PBL","Not PBL",57948,"Navy","Navy","Navy","Navy",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1,0.87420229,0.854408749,0.837520938,0.839076212,0.821363965,0.8206,6.91899120019373e-05,6.90616646870213e-05,7.05509402278197e-05,7.06166219839142e-05,4.76303845144797,2005-09-30,2004-10-01,TRUE,0,2.2570103522193e-08,3.92786171495996e-08,0,"No history [0-3]",3.19299995700223e-08
"49",2005-01-01,"Fuels","Defense","Army","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,0,0,0,"Not PBL","Not PBL",1765250,"Army","Army","Army","Army",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1,0.87420229,0.854408749,0.837520938,0.839076212,0.821363965,0.8206,0.00210770850005902,0.00210380174619943,0.00214916903494786,0.00215116987570071,6.24680622016682,2005-09-30,2004-10-01,TRUE,0,6.87545303419466e-07,1.19653100923812e-06,0,"No history [0-3]",9.72672598553562e-07
"50",2005-01-01,"Fuels","Defense","Army","9135","LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",-2,0,0,0,0,"Not PBL","Not PBL",8715,"Army","Army","Army","Army",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1,0.87420229,0.854408749,0.837520938,0.839076212,0.821363965,0.8206,1.04057100002914e-05,1.03864224433525e-05,1.06103997391704e-05,1.06202778454789e-05,3.94026739144601,2005-09-30,2004-10-01,TRUE,0,3.39439587554207e-09,5.90724698796784e-09,0,"No history [0-3]",4.80206299186761e-09
"51",2005-01-01,"Other","Defense","Army","9450","NONMETALLIC SCRAP, EXCEPT TEXTILE",-2,0,0,0,0,"Not PBL","Not PBL",2446,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1,0.87420229,0.854408749,0.837520938,0.839076212,0.821363965,0.8206,2.92052400008177e-06,2.91511064789905e-06,2.97797335192322e-06,2.9807457957592e-06,3.38845645270027,2005-09-30,2004-10-01,TRUE,0,9.52689880846347e-10,1.65796054303722e-09,0,"No history [0-3]",1.3477735029384e-09
"52",2005-01-01,"Fuels","Defense","Army","9110","FUELS, SOLID",-2,0,0,0,0,"Not PBL","Not PBL",98756,"Army","Army","Army","Army",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1,0.87420229,0.854408749,0.837520938,0.839076212,0.821363965,0.8206,0.000117914664003302,0.000117696102675355,0.000120234152225074,0.000120346088228126,4.99456349100971,2005-09-30,2004-10-01,TRUE,0,3.84643670780302e-08,6.69393096435745e-08,0,"No history [0-3]",5.44156664170829e-08
"53",2006-01-01,"Clothing & Subsistence","Defense","Air Force","8910","DAIRY FOODS AND EGGS",-2,0,0,0,0,"Not PBL","Not PBL",62169,"Air Force","Air Force","Air Force","Air Force",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,7.16918930071891e-05,7.16240341737646e-05,7.31602409426135e-05,7.3226148409894e-05,4.79357388171632,2006-09-30,2005-10-01,TRUE,0,2.34041462719535e-08,4.07300967948759e-08,0,"No history [0-3]",3.31099225869924e-08
"54",2005-01-01,"Fuels","Defense","Navy","9110","FUELS, SOLID",-2,0,0,0,0,"Not PBL","Not PBL",35400,"Navy","Navy","Navy","Navy",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1,0.87420229,0.854408749,0.837520938,0.839076212,0.821363965,0.8206,4.22676000011835e-05,4.21892546752356e-05,4.30990419697801e-05,4.31391664635632e-05,4.54900326202579,2005-09-30,2004-10-01,TRUE,0,1.37879075151107e-08,2.39950135827954e-08,0,"No history [0-3]",1.95057980392557e-08
"55",2006-01-01,"Clothing & Subsistence","Defense","Army","8905","MEAT, POULTRY, AND FISH",-2,0,0,0,0,"Not PBL","Not PBL",37700,"Army","Army","Army","Army",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,4.34747923622871e-05,4.34336419815491e-05,4.43652155179676e-05,4.44051825677267e-05,4.57634135020579,2006-09-30,2005-10-01,TRUE,0,1.4192544748229e-08,2.46992013570561e-08,0,"No history [0-3]",2.00782396617223e-08
"56",2006-01-01,"Clothing & Subsistence","Defense","Army","8945","FOOD, OILS AND FATS",-2,0,0,0,0,"Not PBL","Not PBL",12757,"Army","Army","Army","Army",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,1.47110855746869e-05,1.46971610280802e-05,1.50123887098863e-05,1.50259128386337e-05,4.10574855552699,2006-09-30,2005-10-01,TRUE,0,4.80250114995112e-09,8.35776423639164e-09,0,"No history [0-3]",6.79411414760189e-09
"57",2006-01-01,"Fuels","Defense","Army","9140","FUEL OILS",-2,0,0,0,0,"Not PBL","Not PBL",30563,"Army","Army","Army","Army",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,3.52445644288748e-05,3.52112042409041e-05,3.5966421269911e-05,3.59988221436985e-05,4.48519598143178,2006-09-30,2005-10-01,TRUE,0,1.15057492079608e-08,2.00233870311858e-08,0,"No history [0-3]",1.62772211878307e-08
"58",2005-01-01,"Fuels","Defense","DLA","9140","FUEL OILS",-2,0,0,0,0,"Not PBL","Not PBL",19434,"Other DoD","DLA","DLA","DLA",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1,0.87420229,0.854408749,0.837520938,0.839076212,0.821363965,0.8206,2.32041960006497e-05,2.31611857445912e-05,2.36606435491725e-05,2.36826712161833e-05,4.28856219839382,2005-09-30,2004-10-01,TRUE,0,7.56932753244804e-09,1.31728557618092e-08,0,"No history [0-3]",1.07083525168049e-08
"59",2006-01-01,"Fuels","Defense","Air Force","9135","LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",-2,0,0,0,0,"Not PBL","Not PBL",133807,"Air Force","Air Force","Air Force","Air Force",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.000154303223915665,0.000154157170626662,0.000157463564796093,0.000157605418138987,5.1264788337745,2006-09-30,2005-10-01,TRUE,0,5.03729929741718e-08,8.76638205831195e-08,0,"No history [0-3]",7.12628385786757e-08
"60",2006-01-01,"Other","Defense","Air Force","5510","LUMBER & RELATED WOOD MATERIALS",-2,0,0,0,0,"Not PBL","Not PBL",47474,"Air Force","Air Force","Air Force","Air Force",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,5.4745949406027e-05,5.46941304889141e-05,5.58672212599468e-05,5.59175500588928e-05,4.67645582545632,2006-09-30,2005-10-01,TRUE,0,1.78720655007274e-08,3.11026494754611e-08,0,"No history [0-3]",2.52836697533317e-08
"61",2006-01-01,"Other","Defense","Army","5530","PLYWOOD AND VENEER",-2,0,0,0,0,"Not PBL","Not PBL",0,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0,0,0,0,0,2006-09-30,2005-10-01,TRUE,0,0,0,0,"No history [0-3]",0
"62",2006-01-01,"Fuels","Defense","Army","9110","FUELS, SOLID",-2,0,0,0,0,"Not PBL","Not PBL",9590,"Army","Army","Army","Army",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,1.10589723807516e-05,1.10485046844312e-05,1.12854752471435e-05,1.12956419316843e-05,3.98181860717066,2006-09-30,2005-10-01,TRUE,0,3.6102520990853e-09,6.282900292153e-09,0,"No history [0-3]",5.10743550015694e-09
"63",2006-01-01,"Fuels","Defense","Army","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",-2,0,0,0,0,"Not PBL","Not PBL",55983,"Army","Army","Army","Army",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,6.4558336891722e-05,6.44972302136091e-05,6.58805798499306e-05,6.59399293286219e-05,4.74805616759452,2006-09-30,2005-10-01,TRUE,0,2.10753642610107e-08,3.66773312883839e-08,0,"No history [0-3]",2.98153870287055e-08
"64",2005-01-01,"Clothing & Subsistence","Defense","Navy","8905","MEAT, POULTRY, AND FISH",-2,0,0,0,0,"Not PBL","Not PBL",19759,"Navy","Navy","Navy","Navy",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1,0.87420229,0.854408749,0.837520938,0.839076212,0.821363965,0.8206,2.35922460006606e-05,2.35485164725418e-05,2.40563268440928e-05,2.40787228856934e-05,4.29576496122977,2005-09-30,2004-10-01,TRUE,0,7.69591142912631e-09,1.3393148965606e-08,0,"No history [0-3]",1.08874311711201e-08
"65",2005-01-01,"Fuels","Defense","Navy","9140","FUEL OILS",-2,0,0,0,0,"Not PBL","Not PBL",1050715,"Navy","Navy","Navy","Navy",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1,0.87420229,0.854408749,0.837520938,0.839076212,0.821363965,0.8206,0.00125455371003513,0.00125222832559577,0.00127923191760671,0.00128042286132098,6.02148493228677,2005-09-30,2004-10-01,TRUE,0,4.09241843071737e-07,7.12201149622792e-07,0,"No history [0-3]",5.78955779288603e-07
"66",2005-01-01,"Fuels","Defense","Navy","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",-2,0,0,0,0,"Not PBL","Not PBL",14406,"Navy","Navy","Navy","Navy",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1,0.87420229,0.854408749,0.837520938,0.839076212,0.821363965,0.8206,1.72007640004816e-05,1.71688814364815e-05,1.75391186049902e-05,1.75554472337314e-05,4.15854341044067,2005-09-30,2004-10-01,TRUE,0,5.6109772786069e-09,9.7647504427613e-09,0,"No history [0-3]",7.93786798173778e-09
"67",2005-01-01,"Fuels","Defense","DLA","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",-2,0,0,0,0,"Not PBL","Not PBL",206717,"Other DoD","DLA","DLA","DLA",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1,0.87420229,0.854408749,0.837520938,0.839076212,0.821363965,0.8206,0.000246820098006911,0.000246362603353127,0.000251675272849351,0.0002519095783573,5.31537619362101,2005-09-30,2004-10-01,TRUE,0,8.0513979598902e-08,1.40118000643918e-07,0,"No history [0-3]",1.13903391335616e-07
"68",2005-01-01,"Other","Defense","Navy","5510","LUMBER & RELATED WOOD MATERIALS",-2,0,0,0,0,"Not PBL","Not PBL",128291,"Navy","Navy","Navy","Navy",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1,0.87420229,0.854408749,0.837520938,0.839076212,0.821363965,0.8206,0.000153179454004289,0.000152895527444651,0.000156192632580369,0.000156338045332683,5.10819619037777,2005-09-30,2004-10-01,TRUE,0,4.9967922119239e-08,8.69588781793898e-08,0,"No history [0-3]",7.06897835100043e-08
"69",2006-01-01,"Fuels","Defense","DLA","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",-2,0,0,0,0,"Not PBL","Not PBL",277805,"Other DoD","DLA","DLA","DLA",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.000320358479899342,0.000320055249620272,0.000326919859336048,0.000327214369846879,5.44374005800659,2006-09-30,2005-10-01,TRUE,0,1.0458249055124e-07,1.820042873474e-07,0,"No history [0-3]",1.47953192817633e-07
"70",2006-01-01,"Other","Defense","Navy","5510","LUMBER & RELATED WOOD MATERIALS",-2,0,0,0,0,"Not PBL","Not PBL",124503,"Navy","Navy","Navy","Navy",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.000143574060304558,0.000143438162536573,0.000146514653252879,0.000146646643109541,5.09517981623295,2006-09-30,2005-10-01,TRUE,0,4.68704084559351e-08,8.15682935426408e-08,0,"No history [0-3]",6.63077207587111e-08
"71",2006-01-01,"Other","Defense","Army","5510","LUMBER & RELATED WOOD MATERIALS",-2,0,0,0,0,"Not PBL","Not PBL",43691,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,5.03834788620872e-05,5.03357891728345e-05,5.14154013579715e-05,5.14617196702002e-05,4.64039198495932,2006-09-30,2005-10-01,TRUE,0,1.64479170449568e-08,2.86242123737703e-08,0,"No history [0-3]",2.32689222562416e-08
"72",2006-01-01,"FRS&C","Defense","Navy","S204","FUELING SERVICE",-2,0,0,0,0,"Not PBL","Not PBL",40000,"Navy","Navy","Navy","Navy",FALSE,"FRS&C","FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C",TRUE,"Services (Non-R&D)","FRS&C","Other Services",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,4.61271006496415e-05,4.60834397682219e-05,4.70718467034139e-05,4.71142520612485e-05,4.60205999132796,2006-09-30,2005-10-01,TRUE,0,1.50584029158928e-08,2.62060491852054e-08,0,"No history [0-3]",2.13031720548778e-08
"73",2006-01-01,"Clothing & Subsistence","Defense","Army","8910","DAIRY FOODS AND EGGS",-2,0,0,0,0,"Not PBL","Not PBL",0,"Army","Army","Army","Army",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0,0,0,0,0,2006-09-30,2005-10-01,TRUE,0,0,0,0,"No history [0-3]",0
"74",2006-01-01,"Fuels","Defense","Army","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,0,0,0,"Not PBL","Not PBL",522013,"Army","Army","Army","Army",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.000601973654785533,0.00060140386609322,0.000614302897829731,0.000614856301531213,5.71768131863054,2006-09-30,2005-10-01,TRUE,0,1.96517052033349e-07,3.41997458832916e-07,0,"No history [0-3]",2.78013318847072e-07
"75",2006-01-01,"Fuels","Defense","Army","9135","LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",-2,0,0,0,0,"Not PBL","Not PBL",768,"Army","Army","Army","Army",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,8.85640332473117e-07,8.8480204354986e-07,9.03779456705548e-07,9.04593639575972e-07,2.88536122003151,2006-09-30,2005-10-01,TRUE,0,2.89121335985142e-10,5.03156144355944e-10,0,"No history [0-3]",4.09020903453653e-10
"76",2006-01-01,"Other","Defense","Navy","5530","PLYWOOD AND VENEER",-2,0,0,0,0,"Not PBL","Not PBL",4660,"Navy","Navy","Navy","Navy",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,5.37380722568324e-06,5.36872073299785e-06,5.48387014094772e-06,5.48881036513545e-06,3.66838591669,2006-09-30,2005-10-01,TRUE,0,1.75430393970151e-09,3.05300473007643e-09,0,"No history [0-3]",2.48181954439326e-09
"77",2006-01-01,"Fuels","Defense","Navy","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,0,0,0,"Not PBL","Not PBL",150232,"Navy","Navy","Navy","Navy",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.000173244164619924,0.000173080183081488,0.000176792441848682,0.000176951707891637,5.17676244893455,2006-09-30,2005-10-01,TRUE,0,5.65563496715102e-08,9.84246795297945e-08,0,"No history [0-3]",8.00104536037098e-08
"78",2006-01-01,"Fuels","Defense","Navy","9140","FUEL OILS",-2,0,0,0,0,"Not PBL","Not PBL",15654,"Navy","Navy","Navy","Navy",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,1.80518408392372e-05,1.80347541532936e-05,1.8421567207381e-05,1.84381625441696e-05,4.19462532948386,2006-09-30,2005-10-01,TRUE,0,5.89310598113465e-09,1.02557373486301e-08,0,"No history [0-3]",8.33699638367641e-09
"79",2006-01-01,"Other","Defense","Other DoD","5510","LUMBER & RELATED WOOD MATERIALS",-2,0,0,0,0,"Not PBL","Not PBL",31590,"Other DoD","Other DoD","Other DoD","Additional
DoD
Components",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,3.64288777380544e-05,3.63943965569532e-05,3.71749909340212e-05,3.7208480565371e-05,4.49954962590515,2006-09-30,2005-10-01,TRUE,0,1.18923737028264e-08,2.0696227344016e-08,0,"No history [0-3]",1.68241801303397e-08
"80",2008-01-01,"Other","Defense","Army","9640","IRON & STEEL PRIMARY & SEMIFINISHED",-2,0,0,0,0,"Not PBL","Not PBL",-14670,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.1031,0.964332547,0.942498291,0.923869347,0.922032333,0.902677279,0.9019,-1.58788686383379e-05,-1.59105049518909e-05,-1.62516553161188e-05,-1.62656613815279e-05,NA,2008-09-30,2007-10-01,TRUE,0,-5.19874288693174e-09,-9.04734137857224e-09,0,"No history [0-3]",-7.35467863411279e-09
"81",2007-01-01,"Fuels","Defense","DLA","9140","FUEL OILS",-2,0,0,0,0,"Not PBL","Not PBL",9738,"Other DoD","DLA","DLA","DLA",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.0642,0.930326077,0.909261791,0.891289782,0.890900693,0.872196093,0.8714,1.0925739525644e-05,1.09305111967176e-05,1.11649204555655e-05,1.1175120495754e-05,3.98846977020988,2007-09-30,2006-10-01,TRUE,0,3.57173168832123e-09,6.21586345001536e-09,0,"No history [0-3]",5.05294054855317e-09
"82",2007-01-01,"Ground Vehicles","Defense","Navy","2350","COMBAT ASSAULT & TACTICAL VEH",-2,0,0,0,0,"Not PBL","Not PBL",67430,"Navy","Navy","Navy","Navy",FALSE,"Ground Vehicles","Products","Products (All)","Ground Vehicles","Ground Vehicles",TRUE,"Products (All)","Supplies","Supplies",1.0642,0.930326077,0.909261791,0.891289782,0.890900693,0.872196093,0.8714,7.56544070870993e-05,7.56874481407548e-05,7.73105962537257e-05,7.73812256139546e-05,4.82885315967664,2007-09-30,2006-10-01,TRUE,0,2.47321696183508e-08,4.30412479394676e-08,0,"No history [0-3]",3.49886815761902e-08
